generation,label_bal,color_bal
0,0.452,0.51
1,0.463,0.517
2,0.484,0.52
3,0.542,0.538
4,0.558,0.542
5,0.578,0.546
6,0.637,0.528
7,0.677,0.55
8,0.72,0.526
9,0.774,0.523
10,0.777,0.537
11,0.845,0.528
12,0.889,0.529
13,0.929,0.548
14,0.95,0.564
15,0.977,0.536
16,0.986,0.544
17,0.998,0.553
18,0.998,0.558
19,0.999,0.525
20,1.0,0.559
21,1.0,0.525
22,0.999,0.498
23,1.0,0.543
24,1.0,0.522
25,1.0,0.541
26,0.999,0.545
27,1.0,0.52
28,1.0,0.552
29,1.0,0.529
30,1.0,0.556
31,1.0,0.538
32,1.0,0.522
33,1.0,0.58
34,1.0,0.581
35,1.0,0.59
36,1.0,0.583
37,1.0,0.58
38,1.0,0.608
39,1.0,0.619
