generation,label_bal,color_bal
0,0.618,0.523
1,0.591,0.504
2,0.577,0.499
3,0.627,0.503
4,0.6,0.505
5,0.593,0.525
6,0.587,0.491
7,0.532,0.512
8,0.522,0.527
9,0.526,0.525
10,0.562,0.543
11,0.538,0.525
12,0.554,0.503
13,0.541,0.496
14,0.504,0.5
15,0.496,0.51
16,0.507,0.505
17,0.52,0.533
18,0.565,0.52
19,0.585,0.519
20,0.599,0.484
21,0.578,0.518
22,0.522,0.491
23,0.519,0.515
24,0.531,0.512
25,0.508,0.51
26,0.538,0.536
27,0.522,0.538
28,0.503,0.532
29,0.514,0.518
30,0.482,0.512
31,0.47,0.509
32,0.521,0.522
33,0.478,0.496
34,0.483,0.513
35,0.499,0.525
36,0.502,0.52
37,0.507,0.536
38,0.523,0.537
39,0.524,0.535
40,0.554,0.516
