proba_0,proba_1,generation
0.99754053,0.9966211,0
0.99182624,0.9906213,1
0.9816076,0.9837921,2
0.98240286,0.9844028,3
0.9813197,0.9769458,4
0.98173916,0.9736565,5
0.9803037,0.97909945,6
0.97426397,0.9750834,7
0.9716035,0.9758821,8
0.98090523,0.9818687,9
0.97219175,0.9719922,10
0.9741708,0.9742096,11
0.96738553,0.9727808,12
0.97214156,0.9645692,13
0.9715594,0.9649257,14
0.96921,0.9734626,15
0.96999586,0.96535146,16
0.96282685,0.9678586,17
0.96083957,0.97149247,18
0.9603609,0.96839046,19
0.9601053,0.9710396,20
0.96392155,0.9695271,21
0.9601316,0.96077824,22
0.9691367,0.9628409,23
0.95954233,0.96673936,24
0.9530355,0.96452016,25
0.970011,0.96559256,26
0.95934266,0.9585676,27
0.95626193,0.9635109,28
0.95904887,0.9661826,29
0.9631354,0.9543856,30
0.9546366,0.9545812,31
0.95339036,0.9483251,32
0.952484,0.95151323,33
0.95620227,0.95664257,34
0.94787973,0.95215183,35
0.96143836,0.95191616,36
0.95924926,0.9491576,37
0.955726,0.94987077,38
0.9489014,0.94596964,39
