generation,label_bal,color_bal
0,0.522,0.481
1,0.556,0.473
2,0.566,0.491
3,0.575,0.5
4,0.619,0.508
5,0.619,0.528
6,0.67,0.48
7,0.677,0.478
8,0.735,0.509
9,0.75,0.511
10,0.788,0.507
11,0.803,0.561
12,0.869,0.51
13,0.905,0.526
14,0.95,0.489
15,0.994,0.512
16,0.991,0.525
17,0.999,0.55
18,0.999,0.504
19,0.998,0.523
20,1.0,0.532
21,0.997,0.507
22,0.998,0.537
23,1.0,0.525
24,1.0,0.539
25,1.0,0.539
26,1.0,0.534
27,1.0,0.489
28,1.0,0.494
29,1.0,0.508
30,1.0,0.482
31,1.0,0.503
32,0.999,0.497
33,1.0,0.488
34,1.0,0.507
35,1.0,0.492
36,1.0,0.512
37,1.0,0.479
38,1.0,0.497
39,1.0,0.484
