generation,label_bal,color_bal
0,0.462,0.485
1,0.497,0.522
2,0.475,0.547
3,0.488,0.512
4,0.492,0.512
5,0.485,0.565
6,0.488,0.518
7,0.504,0.494
8,0.541,0.502
9,0.48,0.502
10,0.489,0.545
11,0.538,0.53
12,0.513,0.502
13,0.494,0.547
14,0.506,0.534
15,0.537,0.512
16,0.509,0.558
17,0.525,0.526
18,0.494,0.555
19,0.493,0.539
20,0.496,0.52
21,0.514,0.499
22,0.533,0.532
23,0.514,0.522
24,0.512,0.512
25,0.511,0.504
26,0.522,0.527
27,0.513,0.522
28,0.502,0.534
29,0.509,0.528
30,0.515,0.505
31,0.525,0.501
32,0.498,0.527
33,0.536,0.554
34,0.5,0.521
35,0.542,0.523
36,0.496,0.539
37,0.528,0.518
38,0.484,0.504
39,0.525,0.529
