proba_0,proba_1,generation
0.99950176,0.99999654,0
0.99913347,0.980067,1
0.97731566,0.9934953,2
0.9691598,0.9636681,3
0.96903914,0.9639642,4
0.9460749,0.9427689,5
0.9669838,0.95920277,6
0.95542127,0.97075933,7
0.95618397,0.96154803,8
0.9774947,0.92823756,9
0.95035815,0.9515052,10
0.96182305,0.9354266,11
0.9477516,0.94063914,12
0.95042163,0.9174271,13
0.95203006,0.95338136,14
0.940122,0.92147744,15
0.9667426,0.90861285,16
0.9618747,0.9257467,17
0.9467441,0.81884176,18
0.932486,0.86239433,19
0.9467705,0.92402345,20
0.96050066,0.8937555,21
0.95487803,0.9171792,22
0.9568507,0.89014894,23
0.9636375,0.8695054,24
0.97278523,0.8931787,24
0.9641701,0.87109053,25
0.9662837,0.85673517,26
0.94291794,0.835544,27
0.952811,0.88792735,28
0.9524889,0.86257046,29
0.9483927,0.8338086,30
0.9579097,0.8785303,31
0.94649637,0.8440363,32
1.0,1.0,0
0.9975095,0.9988384,1
0.9849459,0.97292894,2
0.98409617,0.9999973,3
0.97976226,0.9555326,4
0.96273947,0.9864274,4
0.96049124,0.9982263,5
0.9675274,0.99742717,6
0.93559784,0.9946804,7
0.94851524,0.9969075,8
0.93752974,0.95443594,9
0.96109587,0.92026,10
0.95958835,0.9448775,11
0.98330885,0.9481107,12
0.9540415,0.9258188,13
0.98158467,0.9605816,14
0.9757967,0.91353315,15
0.95567137,0.887082,16
0.9692011,0.92051613,17
0.9567096,0.89860755,18
0.9565613,0.90115386,19
0.95461327,0.89911175,20
0.9491027,0.88055575,21
0.95802015,0.92978275,22
0.96900135,0.8174448,23
0.9549367,0.8634741,24
0.95103824,0.7494521,25
0.95375437,0.7856132,26
0.95778614,0.79276985,27
0.93769914,0.80904824,28
0.9651267,0.78654414,29
0.96184826,0.72512275,30
0.9553121,0.829847,31
0.9755824,0.75318617,32
0.95139956,0.7527287,33
0.9466082,0.7189785,34
0.95888287,0.7493574,35
0.9487237,0.71545583,36
0.95708716,0.7016876,37
0.95245737,0.7184061,38
0.92997974,0.7076294,39
