generation,label_bal,color_bal
0,0.73,0.485
1,0.69,0.744
2,0.658,0.765
3,0.694,0.787
4,0.639,0.81
5,0.655,0.807
6,0.639,0.822
7,0.607,0.804
8,0.637,0.819
9,0.654,0.796
10,0.621,0.772
11,0.621,0.797
12,0.602,0.786
13,0.581,0.788
14,0.591,0.779
15,0.564,0.783
16,0.598,0.769
17,0.586,0.809
18,0.601,0.789
19,0.639,0.769
20,0.611,0.794
21,0.631,0.754
22,0.612,0.773
23,0.632,0.77
24,0.59,0.772
25,0.626,0.761
26,0.597,0.768
27,0.621,0.809
28,0.603,0.807
29,0.598,0.795
30,0.619,0.793
31,0.606,0.821
32,0.661,0.764
33,0.653,0.762
34,0.647,0.776
35,0.614,0.821
36,0.641,0.764
37,0.63,0.765
38,0.642,0.768
39,0.645,0.763
0,0.738,0.476
0,0.7,0.45
0,0.51,0.52
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
0,0.62,0.46
1,0.53,0.53
2,0.57,0.55
3,0.49,0.49
4,0.51,0.61
5,0.6,0.57
6,0.59,0.57
7,0.55,0.48
8,0.58,0.64
9,0.6,0.49
10,0.57,0.51
11,0.58,0.6
12,0.63,0.52
13,0.64,0.52
14,0.5,0.54
15,0.6,0.53
16,0.62,0.53
17,0.53,0.57
18,0.7,0.54
19,0.61,0.51
20,0.65,0.54
21,0.67,0.51
22,0.66,0.52
23,0.61,0.58
24,0.69,0.53
25,0.6,0.45
26,0.56,0.58
27,0.67,0.46
28,0.63,0.49
29,0.55,0.46
30,0.5,0.58
31,0.59,0.49
32,0.52,0.46
33,0.64,0.47
34,0.69,0.46
35,0.68,0.57
36,0.68,0.6
37,0.63,0.5
38,0.69,0.48
39,0.67,0.45
