generation,label_bal,color_bal
0,0.525,0.518
1,0.603,0.502
2,0.64,0.491
3,0.66,0.5
4,0.646,0.486
5,0.695,0.498
6,0.722,0.509
7,0.747,0.489
8,0.729,0.499
9,0.756,0.481
10,0.782,0.473
11,0.76,0.49
12,0.801,0.493
13,0.788,0.47
14,0.797,0.511
15,0.809,0.496
16,0.79,0.54
17,0.812,0.473
18,0.778,0.509
19,0.786,0.516
20,0.763,0.511
21,0.779,0.487
22,0.759,0.508
23,0.762,0.517
24,0.749,0.542
25,0.772,0.505
26,0.763,0.506
27,0.723,0.517
28,0.754,0.487
29,0.737,0.517
30,0.737,0.51
31,0.728,0.513
32,0.688,0.497
33,0.719,0.486
34,0.788,0.526
35,0.825,0.472
36,0.772,0.478
37,0.782,0.503
38,0.796,0.476
39,0.803,0.503
40,0.809,0.493
