generation,label_bal,color_bal
0,0.572,0.517
1,0.583,0.529
2,0.554,0.512
3,0.572,0.515
4,0.599,0.487
5,0.608,0.504
6,0.615,0.484
7,0.611,0.523
8,0.659,0.5
9,0.633,0.533
10,0.669,0.507
11,0.619,0.525
12,0.624,0.484
13,0.586,0.52
14,0.617,0.528
15,0.633,0.513
16,0.613,0.503
17,0.608,0.481
18,0.631,0.509
19,0.602,0.509
20,0.609,0.476
21,0.552,0.5
22,0.558,0.507
23,0.554,0.539
24,0.553,0.513
25,0.583,0.495
26,0.577,0.538
27,0.583,0.506
28,0.537,0.517
29,0.534,0.528
30,0.553,0.5
31,0.562,0.493
32,0.581,0.518
33,0.575,0.513
34,0.594,0.518
35,0.556,0.549
36,0.588,0.503
37,0.596,0.494
38,0.574,0.513
39,0.57,0.523
40,0.524,0.516
