proba_0,proba_1,generation
0.99725,0.99771833,0
0.9917465,0.9937169,1
0.98813754,0.98809624,2
0.9878504,0.98855406,3
0.9859395,0.9843755,4
0.9829722,0.98351556,5
0.98284495,0.9814902,6
0.9769514,0.97806096,7
0.98202646,0.98245746,8
0.98565537,0.98495966,9
0.9757809,0.9792014,10
0.97748506,0.9791387,11
0.9799347,0.9739162,12
0.98110026,0.9807146,13
0.9727877,0.97566485,14
0.97661835,0.9722483,15
0.973896,0.9735104,16
0.9787896,0.97298324,17
0.9706172,0.97227037,18
0.9742006,0.9721335,19
0.9687872,0.9697307,20
0.9655659,0.96847045,21
0.96629447,0.96473235,22
0.97150964,0.96531516,23
0.96483284,0.9780636,24
0.9620655,0.9628384,25
0.9600142,0.9569625,26
0.96158594,0.9600081,27
0.9590115,0.9537429,28
0.9540403,0.95180917,29
0.9641623,0.95073414,30
0.9605384,0.9468493,31
0.95411205,0.9547748,32
0.9545088,0.95459026,33
0.952203,0.9506243,34
0.9585852,0.9406564,35
0.9546919,0.94723827,36
0.9502475,0.9371377,37
0.9533205,0.9400941,38
0.9540089,0.9303336,39
