generation,label_bal,color_bal
0,0.634,0.521
1,0.678,0.48
2,0.71,0.497
3,0.756,0.497
4,0.776,0.529
5,0.771,0.493
6,0.817,0.489
7,0.872,0.514
8,0.874,0.481
9,0.906,0.479
10,0.913,0.499
11,0.933,0.465
12,0.941,0.48
13,0.973,0.481
14,0.975,0.44
15,0.982,0.463
16,0.987,0.464
17,0.982,0.492
18,0.973,0.485
19,0.984,0.492
20,0.978,0.478
21,0.98,0.483
22,0.988,0.481
23,0.985,0.476
24,0.991,0.518
25,0.986,0.466
26,0.992,0.468
27,0.985,0.507
28,0.993,0.483
29,0.981,0.473
30,0.992,0.49
31,0.988,0.49
32,0.992,0.464
33,0.994,0.473
34,0.991,0.439
35,0.996,0.432
36,0.997,0.45
37,0.999,0.448
38,0.999,0.448
39,1.0,0.449
