generation,label_bal,color_bal
0,0.626,0.522
1,0.655,0.478
2,0.683,0.533
3,0.699,0.496
4,0.753,0.53
5,0.759,0.485
6,0.806,0.49
7,0.812,0.521
8,0.888,0.499
9,0.884,0.526
10,0.926,0.51
11,0.919,0.491
12,0.946,0.49
13,0.973,0.492
14,0.98,0.495
15,0.981,0.47
16,0.988,0.498
17,0.981,0.523
18,0.985,0.503
19,0.991,0.462
20,0.99,0.493
21,0.994,0.487
22,0.996,0.479
23,0.996,0.477
24,0.996,0.488
25,0.998,0.472
26,1.0,0.478
27,0.996,0.529
28,0.996,0.506
29,0.996,0.51
30,0.998,0.499
31,0.998,0.507
32,0.998,0.458
33,1.0,0.476
34,1.0,0.496
35,1.0,0.458
36,0.998,0.443
37,1.0,0.467
38,0.999,0.46
39,1.0,0.464
