generation,label_bal,color_bal
0,0.45,0.32
0,0.41,0.44
0,0.41,0.44
0,0.41,0.44
0,0.41,0.44
1,0.34,0.46
0,0.41,0.44
1,0.4,0.36
0,0.41,0.44
1,0.4,0.36
0,0.41,0.44
1,0.4,0.36
0,0.41,0.44
1,0.4,0.36
2,0.32,0.51
3,0.3,0.42
4,0.35,0.47
5,0.3,0.35
6,0.4,0.42
7,0.38,0.37
8,0.34,0.48
