generation,label_bal,color_bal
0,0.28,0.18
1,0.19,0.16
2,0.15,0.06
3,0.17,0.16
4,0.2,0.14
5,0.1,0.11
6,0.09,0.17
7,0.1,0.21
8,0.16,0.17
9,0.21,0.18
10,0.15,0.28
