generation,epoch,resampled,c0g0,c0g1,c1g0,c1g1
1,0,21,49,7,20,4
1,0,16,45,12,19,4
1,0,27,56,4,19,1
1,0,17,49,15,14,2
1,0,17,49,14,15,2
1,0,21,51,8,18,3
1,0,16,46,15,18,1
1,0,20,46,10,22,2
1,0,21,53,13,13,1
1,0,21,51,8,18,3
1,0,20,47,9,21,3
1,0,18,44,13,22,1
1,0,22,52,9,18,1
1,0,22,53,9,17,1
1,0,23,50,9,21,0
1,0,21,46,11,23,0
1,0,18,47,13,19,1
1,0,23,55,10,15,0
1,0,22,54,9,16,1
1,0,21,49,8,20,3
1,0,20,46,9,22,3
1,0,19,44,11,23,2
1,0,22,48,9,22,1
1,0,19,51,13,12,4
1,0,22,50,10,20,0
1,0,18,45,13,21,1
1,0,21,48,9,21,2
1,0,19,39,11,28,2
1,0,19,50,9,17,4
1,0,22,53,9,17,1
1,0,21,53,11,14,2
1,0,17,47,12,18,3
1,0,16,46,13,18,3
1,0,20,41,10,27,2
1,0,19,46,12,21,1
1,0,24,52,7,20,1
1,0,23,55,11,11,3
1,0,20,48,11,20,1
1,0,18,50,15,13,2
1,0,21,53,12,14,1
1,0,17,48,14,17,1
1,0,18,50,12,15,3
1,0,17,45,13,20,2
1,0,20,44,11,24,1
1,0,19,51,14,15,0
1,0,22,51,8,19,2
1,0,19,50,12,17,1
1,0,18,46,12,20,2
1,0,23,50,7,21,2
1,0,21,53,11,16,0
1,0,26,58,6,14,2
1,0,18,48,14,18,0
1,0,18,41,12,25,2
1,0,24,54,7,18,1
1,0,18,50,13,14,3
1,0,21,53,14,9,4
1,0,25,50,6,23,1
1,0,16,47,16,17,0
1,0,16,48,13,16,3
1,0,21,53,14,13,0
1,0,19,51,13,13,3
1,0,18,50,14,13,3
1,0,22,47,9,23,1
1,0,12,40,17,19,4
1,0,20,44,10,24,2
1,0,15,42,15,21,2
1,0,26,56,6,18,0
1,0,19,46,12,21,1
1,0,21,51,10,18,1
1,0,23,55,11,13,1
1,0,19,45,12,22,1
1,0,18,50,13,16,1
1,0,20,50,10,18,2
1,0,24,56,10,14,0
1,0,16,47,15,17,1
1,0,15,39,19,21,1
1,0,27,59,4,16,1
1,0,26,58,6,15,1
1,0,19,49,12,18,1
1,0,19,46,10,21,3
1,0,12,42,17,17,4
1,0,14,41,15,21,3
1,0,15,43,12,20,5
1,0,20,47,11,21,1
1,0,20,50,10,18,2
1,0,20,51,8,17,4
1,0,19,48,13,19,0
1,0,24,56,7,16,1
1,0,25,57,8,14,1
1,0,20,52,10,15,3
1,0,23,55,7,14,4
1,0,19,48,8,19,5
1,0,18,49,12,17,2
1,0,24,56,7,16,1
1,0,18,50,12,16,2
1,0,21,46,7,23,4
1,0,20,44,12,24,0
1,0,18,50,13,13,4
1,0,21,46,10,23,1
1,0,24,54,7,18,1
1,0,20,51,12,17,0
1,0,16,46,15,18,1
1,0,23,49,6,22,3
1,0,19,45,13,22,0
1,0,17,49,15,16,0
1,0,24,56,7,16,1
1,0,21,49,10,20,1
1,0,24,56,8,13,3
1,0,21,53,11,13,3
1,0,14,45,13,17,5
1,0,23,55,9,14,2
1,0,14,44,15,18,3
1,0,19,48,11,19,2
1,0,19,51,13,14,2
1,0,24,56,8,16,0
1,0,25,57,4,16,3
1,0,15,47,16,15,2
1,0,23,55,8,15,2
1,0,17,41,12,24,3
1,0,17,40,13,25,2
1,0,17,42,15,23,0
1,0,18,47,12,19,2
1,0,21,53,10,16,1
1,0,20,50,10,18,2
1,0,17,48,17,14,1
1,0,20,52,12,15,1
1,0,22,47,9,23,1
1,0,19,51,13,15,1
1,0,18,50,14,15,1
1,0,22,52,18,9,1
1,0,21,45,8,24,3
1,0,18,49,17,13,1
1,0,20,50,11,18,1
1,0,19,48,11,19,2
1,0,23,50,9,21,0
1,0,22,54,8,15,3
1,0,25,57,8,11,4
1,0,16,46,14,18,2
1,0,15,44,16,19,1
1,0,22,50,8,20,2
1,0,21,51,10,18,1
1,0,19,46,12,21,1
1,0,33,65,5,9,1
1,0,17,49,14,16,1
1,0,16,44,13,20,3
1,0,20,52,11,16,1
1,0,15,40,12,23,5
1,0,24,56,7,15,2
1,0,20,52,14,13,1
1,0,16,43,12,21,4
1,0,16,45,13,19,3
1,0,20,52,11,16,1
1,0,19,46,12,21,1
1,0,21,50,9,19,2
1,0,24,53,7,19,1
1,0,24,56,10,12,2
1,0,23,51,9,20,0
1,0,22,54,11,14,1
1,0,21,53,12,12,3
1,0,20,49,11,19,1
1,0,25,49,5,24,2
1,0,20,52,11,15,2
1,0,15,41,16,22,1
1,0,21,51,10,18,1
1,0,19,45,12,22,1
1,0,23,55,13,10,2
1,0,22,47,10,23,0
1,0,20,52,13,11,4
1,0,15,44,14,19,3
1,0,21,53,13,12,2
1,0,15,47,16,14,3
1,0,21,53,9,14,4
1,0,24,52,7,20,1
1,0,17,49,16,13,2
1,0,24,56,8,13,3
1,0,23,55,9,16,0
1,0,20,52,10,13,5
1,0,15,42,17,20,1
1,0,12,44,15,16,5
1,0,17,49,13,15,3
1,0,17,47,18,14,1
1,0,17,42,13,23,2
1,0,19,51,13,15,1
1,0,23,54,7,17,2
1,0,17,49,16,14,1
1,0,16,42,13,22,3
1,0,20,51,10,17,2
1,0,19,47,12,20,1
1,0,18,48,12,18,2
1,0,22,54,10,16,0
1,0,20,52,11,14,3
1,0,19,49,11,18,2
1,0,21,49,10,20,1
1,0,21,50,9,19,2
1,0,21,48,9,21,2
1,0,17,44,13,21,2
1,0,22,47,10,23,0
1,0,21,47,9,22,2
1,0,24,54,8,18,0
1,0,19,51,10,16,3
1,0,21,47,11,22,0
1,0,14,44,17,17,2
1,0,16,45,10,19,6
1,0,21,49,10,20,1
1,0,16,48,14,16,2
1,0,21,44,10,25,1
1,0,19,51,13,15,1
1,0,21,51,10,18,1
1,0,15,46,17,16,1
1,0,19,48,10,19,3
1,0,24,53,7,19,1
1,0,18,45,10,21,4
1,0,18,50,13,15,2
1,0,16,45,14,19,2
1,0,24,56,9,15,0
1,0,25,50,4,23,3
1,0,20,50,12,18,0
1,0,17,49,14,16,1
1,0,17,48,14,17,1
1,0,22,45,6,25,4
1,0,21,53,11,15,1
1,0,21,52,11,17,0
1,0,20,50,11,18,1
1,0,20,47,10,21,2
1,0,18,44,10,22,4
1,0,15,44,19,14,3
1,0,19,50,11,17,2
1,0,15,45,16,18,1
1,0,22,52,10,18,0
1,0,19,51,13,14,2
1,0,21,50,10,19,1
1,0,17,47,14,18,1
1,0,17,38,11,27,4
1,0,22,47,9,23,1
1,0,21,53,8,16,3
1,0,15,47,15,15,3
1,0,21,46,11,23,0
1,0,21,50,10,19,1
1,0,16,48,12,15,5
1,0,23,53,7,18,2
1,0,22,50,8,20,2
1,0,15,46,16,17,1
1,0,20,47,11,21,1
1,0,21,53,12,15,0
1,0,16,43,13,21,3
1,0,20,50,8,18,4
1,0,20,51,11,17,1
1,0,24,52,6,20,2
1,0,19,51,9,16,4
1,0,23,54,8,17,1
1,0,15,43,13,20,4
1,0,19,51,11,16,2
1,0,15,41,15,22,2
1,0,19,41,11,26,2
1,0,21,45,10,24,1
1,0,22,54,10,14,2
1,0,24,49,6,23,2
1,0,18,46,11,20,3
1,0,25,56,6,17,1
1,0,19,48,12,19,1
1,0,23,54,8,17,1
1,0,22,53,10,17,0
1,0,18,49,12,17,2
1,0,17,47,18,13,2
1,0,15,47,16,15,2
1,0,14,43,14,19,4
1,0,21,53,13,12,2
1,0,23,46,8,25,1
1,0,19,48,12,19,1
1,0,21,46,10,23,1
1,0,19,50,13,17,0
1,0,17,45,15,20,0
1,0,15,43,20,15,2
1,0,16,42,14,22,2
1,0,21,53,10,13,4
1,0,21,52,9,17,2
1,0,26,48,6,26,0
1,0,14,44,15,18,3
1,0,21,52,11,17,0
1,0,27,59,9,10,2
1,0,18,49,14,17,0
1,0,16,42,14,22,2
1,0,23,51,8,20,1
1,0,21,52,11,17,0
1,0,21,44,7,25,4
1,0,16,46,14,18,2
1,0,18,43,11,23,3
1,0,15,47,16,14,3
1,0,21,51,10,18,1
1,0,20,43,12,25,0
1,0,21,53,11,11,5
1,0,15,40,13,23,4
1,0,24,56,11,12,1
1,0,23,55,11,11,3
1,0,16,45,11,19,5
1,0,21,47,9,22,2
1,0,14,46,15,16,3
1,0,26,58,6,15,1
1,0,18,48,18,12,2
1,0,23,55,10,14,1
1,0,19,50,12,17,1
1,0,19,46,10,21,3
1,0,21,50,9,19,2
1,0,22,52,7,18,3
1,0,23,55,7,15,3
1,0,14,45,13,17,5
1,0,20,45,11,23,1
1,0,14,44,16,18,2
1,0,24,56,8,16,0
1,0,18,48,13,18,1
1,0,23,55,12,13,0
1,0,21,50,9,19,2
1,0,17,42,14,23,1
1,0,13,44,15,17,4
1,0,26,56,5,18,1
1,0,22,54,8,16,2
1,0,20,52,12,15,1
1,0,20,48,11,20,1
1,0,14,40,18,20,2
1,0,20,49,10,19,2
1,0,18,49,13,17,1
1,0,14,43,13,19,5
1,0,19,48,13,19,0
1,0,21,47,10,22,1
1,0,19,42,11,25,2
1,0,15,43,17,19,1
1,0,22,51,8,19,2
1,0,19,51,11,16,2
1,0,19,45,11,22,2
1,0,19,51,11,15,3
1,0,16,48,13,16,3
1,0,22,54,12,14,0
1,0,22,54,9,16,1
1,0,22,50,9,20,1
1,0,20,40,11,28,1
1,0,24,56,10,13,1
1,0,20,49,12,19,0
1,0,21,49,9,20,2
1,0,23,54,8,17,1
1,0,21,51,10,18,1
1,0,16,40,22,18,0
1,0,22,54,11,12,3
1,0,17,46,12,19,3
1,0,17,49,14,16,1
1,0,21,53,9,16,2
1,0,19,45,11,22,2
1,0,25,52,7,21,0
1,0,21,45,9,24,2
1,0,23,52,7,19,2
1,0,21,50,9,19,2
1,0,16,43,12,21,4
1,0,16,47,13,17,3
1,0,18,46,12,20,2
1,0,24,48,7,24,1
1,0,26,58,6,13,3
1,0,25,52,6,21,1
1,0,14,38,16,24,2
1,0,18,44,13,22,1
1,0,21,53,11,15,1
1,0,17,49,11,15,5
1,0,14,44,14,18,4
1,0,14,38,16,24,2
1,0,18,48,11,18,3
1,0,20,49,11,19,1
1,0,21,53,13,13,1
1,0,25,57,7,14,2
1,0,19,50,13,17,0
1,0,17,48,13,17,2
1,0,13,42,15,19,4
1,0,18,45,21,14,0
1,0,19,49,13,18,0
1,0,22,53,7,17,3
1,0,26,58,12,9,1
1,0,20,47,9,21,3
1,0,18,48,13,18,1
1,0,25,57,8,14,1
1,0,17,45,10,20,5
1,0,20,47,9,21,3
1,0,24,56,10,11,3
1,0,21,47,8,22,3
1,0,17,48,17,13,2
1,0,18,47,13,19,1
1,0,25,57,5,14,4
1,0,21,42,9,27,2
1,0,16,47,13,17,3
1,0,16,48,15,16,1
1,0,20,50,11,18,1
1,0,23,46,4,25,5
1,0,19,51,13,12,4
1,0,19,51,10,16,3
1,0,23,44,7,27,2
1,0,19,46,10,21,3
1,0,19,51,13,16,0
1,0,15,44,14,19,3
1,0,26,58,9,11,2
1,0,20,48,11,20,1
1,0,24,56,8,14,2
1,0,20,50,11,18,1
1,0,21,46,9,23,2
1,0,21,50,11,19,0
1,0,18,49,11,17,3
1,0,17,48,14,17,1
1,0,20,46,12,22,0
1,0,21,51,11,18,0
1,0,19,51,10,16,3
1,0,18,50,12,16,2
1,0,16,48,14,16,2
1,0,18,50,13,14,3
1,0,18,50,14,15,1
1,0,24,51,7,21,1
1,0,19,47,10,20,3
1,0,20,52,15,13,0
1,0,22,54,12,12,2
1,0,21,46,11,23,0
1,0,19,50,11,17,2
1,0,20,47,11,21,1
1,0,23,47,9,24,0
1,0,16,44,17,19,0
1,0,19,48,11,19,2
1,0,25,57,11,12,0
1,0,14,38,17,23,2
1,0,21,49,10,20,1
1,0,24,55,7,17,1
1,0,22,53,6,17,4
1,0,21,44,11,25,0
1,0,20,52,16,12,0
1,0,20,52,11,15,2
1,0,23,55,7,16,2
1,0,19,47,11,20,2
1,0,17,49,12,16,3
1,0,27,59,7,13,1
1,0,26,51,4,23,2
1,0,16,48,15,14,3
1,0,19,49,11,18,2
1,0,19,43,13,24,0
1,0,18,50,13,16,1
1,0,22,54,14,12,0
1,0,19,48,12,19,1
1,0,17,49,14,14,3
1,0,19,46,12,21,1
1,0,23,48,8,23,1
1,0,21,50,10,19,1
1,0,16,41,16,23,0
1,0,24,52,8,20,0
1,0,18,45,10,21,4
1,0,22,52,9,18,1
1,0,23,55,8,15,2
1,0,14,38,17,23,2
1,0,19,42,9,25,4
1,0,20,50,9,18,3
1,0,24,56,11,12,1
1,0,21,49,9,20,2
1,0,14,42,13,20,5
1,0,28,60,5,14,1
1,0,14,42,20,15,3
1,0,21,53,11,15,1
1,0,20,48,11,20,1
1,0,22,47,8,23,2
1,0,19,48,11,19,2
1,0,19,50,12,17,1
1,0,18,43,11,23,3
1,0,23,52,7,19,2
1,0,21,51,10,18,1
1,0,23,55,11,14,0
1,0,25,51,4,22,3
1,0,19,41,9,26,4
1,0,19,49,12,18,1
1,0,21,51,9,18,2
1,0,20,50,11,18,1
1,0,21,52,9,17,2
1,0,23,55,11,14,0
1,0,22,47,9,23,1
1,0,22,45,9,25,1
1,0,19,51,14,14,1
1,0,17,46,14,19,1
1,0,23,55,7,16,2
1,0,19,51,10,16,3
1,0,23,48,8,23,1
1,0,23,54,8,17,1
1,0,23,53,9,18,0
1,0,21,53,13,13,1
1,0,25,57,6,16,1
1,0,22,54,14,9,3
1,0,26,58,5,15,2
1,0,27,59,10,11,0
1,0,18,46,14,20,0
1,0,17,49,10,16,5
1,0,21,53,13,12,2
1,0,19,45,11,22,2
1,0,16,47,16,17,0
1,0,25,57,9,14,0
1,0,20,52,13,15,0
1,0,21,48,9,21,2
1,0,25,55,5,18,2
1,0,13,45,15,15,5
1,0,17,47,12,18,3
1,0,18,50,11,16,3
1,0,13,44,16,17,3
1,0,22,53,9,17,1
1,0,20,45,10,23,2
1,0,19,47,12,20,1
1,0,18,50,13,15,2
1,0,23,53,9,18,0
1,0,26,55,6,19,0
1,0,16,44,14,20,2
1,0,19,46,13,21,0
1,0,19,50,11,17,2
1,0,20,52,7,16,5
1,0,19,48,12,19,1
1,0,24,54,6,18,2
1,0,25,53,6,20,1
1,0,24,56,12,11,1
1,0,17,43,22,14,1
1,0,22,51,9,19,1
1,0,25,56,6,17,1
1,0,19,49,11,18,2
1,0,24,56,8,15,1
1,0,22,52,7,18,3
1,0,17,49,12,15,4
1,0,17,39,14,26,1
1,0,21,53,12,14,1
1,0,21,43,8,26,3
1,0,18,48,13,18,1
1,0,27,59,8,12,1
1,0,24,55,7,17,1
1,0,20,52,13,14,1
1,0,17,48,17,14,1
1,0,18,44,11,22,3
1,0,20,52,7,16,5
1,0,19,49,10,18,3
1,0,21,53,11,15,1
1,0,14,46,16,15,3
1,0,23,52,9,19,0
1,0,24,51,6,21,2
1,0,26,58,9,12,1
1,0,22,54,11,14,1
1,0,22,54,11,14,1
1,0,27,53,5,22,0
1,0,29,61,9,10,0
1,0,27,55,5,20,0
1,0,22,53,9,17,1
1,0,18,50,14,16,0
1,0,20,49,12,19,0
1,0,20,48,11,20,1
1,0,18,50,14,16,0
1,0,13,38,17,22,3
1,0,21,52,9,17,2
1,0,14,42,18,18,2
1,0,18,49,14,17,0
1,0,21,53,9,16,2
1,0,17,47,14,18,1
1,0,18,47,13,19,1
1,0,19,51,12,16,1
1,0,18,50,12,16,2
1,0,18,43,13,23,1
1,0,21,52,10,17,1
1,0,21,46,10,23,1
1,0,17,49,15,16,0
1,0,24,54,6,18,2
1,0,19,51,11,14,4
1,0,17,47,15,18,0
1,0,22,51,9,19,1
1,0,18,47,12,19,2
1,0,14,45,16,17,2
1,0,24,56,11,12,1
1,0,23,48,8,23,1
1,0,25,57,7,15,1
1,0,23,55,8,16,1
1,0,23,49,6,22,3
1,0,17,47,8,18,7
1,0,22,54,11,14,1
1,0,23,53,9,18,0
1,0,21,53,13,12,2
1,0,17,45,12,20,3
1,0,16,39,14,25,2
1,0,22,53,10,17,0
1,0,17,48,14,17,1
1,0,21,45,10,24,1
1,0,24,56,8,12,4
1,0,18,44,12,22,2
1,0,22,54,10,15,1
1,0,14,44,16,18,2
1,0,16,41,14,23,2
1,0,17,49,15,13,3
1,0,18,50,16,13,1
1,0,22,53,9,17,1
1,0,25,57,10,13,0
1,0,16,47,13,17,3
1,0,23,51,7,20,2
1,0,18,46,10,20,4
1,0,22,54,7,15,4
1,0,18,45,13,21,1
1,0,23,52,9,19,0
1,0,27,59,6,14,1
1,0,27,53,5,22,0
1,0,17,46,12,19,3
1,0,25,51,6,22,1
1,0,19,42,25,11,2
1,0,23,53,6,18,3
1,0,14,39,23,15,3
1,0,19,50,12,17,1
1,0,20,46,10,22,2
1,0,26,58,9,12,1
1,0,22,52,9,18,1
