generation,epoch,gen_loss
0,0,0.5486532531256946
0,10,0.5264382426093959
0,20,0.5248657166957855
1,0,0.584530623641404
1,10,0.570316456492592
1,20,0.5693897561129159
2,0,0.595908402389138
2,10,0.5837923918130263
2,20,0.58350216580918
3,0,0.6058943237664189
3,10,0.5952998655584624
3,20,0.594987903727488
4,0,0.6145321035394503
4,10,0.6049365934991987
4,20,0.6048036154664163
5,0,0.6197957300914908
5,10,0.6112427271246536
5,20,0.610834851626705
6,0,0.6244727945740118
6,10,0.6168849889024999
6,20,0.6167549861817615
7,0,0.6272968210092505
7,10,0.620244045958579
7,20,0.6201143222363115
8,0,0.6286128697295984
8,10,0.6221420783666695
8,20,0.6221468254408371
9,0,0.6317140734139478
9,10,0.6256670819935184
9,20,0.6256095921655871
10,0,0.635442583933004
10,10,0.6297113874329711
10,20,0.6294196659476502
11,0,0.637320073028593
