proba_0,proba_1,generation
0.99984676,0.9975275,0
0.9954076,0.9911905,1
0.99516153,0.99171054,2
0.9888947,0.9900654,3
0.9901127,0.9860665,4
0.99213487,0.9887898,5
0.9883554,0.9875045,6
0.98989934,0.9779392,7
0.989319,0.97394603,8
0.98868406,0.9828394,9
0.99057674,0.9832831,10
0.99063575,0.98783755,11
0.99024147,0.98808014,12
0.99179155,0.9779537,13
0.99331963,0.98441404,14
0.9904527,0.9726949,15
0.99158263,0.97526294,16
0.9880851,0.9807213,17
0.9915671,0.9804468,18
0.99102926,0.9763446,19
0.9906493,0.982234,20
0.9875441,0.9815294,21
0.98935074,0.97327733,22
0.9869023,0.9721,23
0.9870963,0.97270447,24
0.99082,0.96379197,25
0.99142915,0.96171546,26
0.98892725,0.9722678,27
0.99193615,0.9695916,28
0.98985755,0.9579419,29
0.98965347,0.9516791,30
0.98752606,0.9465958,31
0.99024826,0.9558002,32
0.9932924,0.94737166,33
0.9873341,0.94946235,34
0.989703,0.92995113,35
0.9906754,0.93905145,36
0.9923358,0.9383858,37
0.990601,0.9378096,38
0.989531,0.918764,39
0.9909863,0.99877197,0
0.9999579,0.9801618,0
0.9992899,0.9974708,0
1.0,nan,1
1.0,nan,2
1.0,nan,3
1.0,nan,4
1.0,nan,5
1.0,nan,6
1.0,nan,7
1.0,0.9959183,0
0.9818523,0.9911347,1
0.9917218,0.9972313,2
0.9925952,0.9896459,3
0.99677247,0.9920694,4
0.99991935,0.9977978,5
0.9998566,0.9854958,6
0.990691,0.992653,7
0.9987488,0.99901116,8
0.99824965,0.9960422,9
0.9985004,0.99864024,10
0.9953292,0.9887001,11
0.9813453,0.9952684,12
0.9677034,0.99239355,13
0.9824345,0.98988444,14
0.9890841,0.9925956,15
0.99645644,0.98671424,16
0.9990548,0.99961925,17
0.9909195,0.9888988,18
0.97297496,0.9785688,19
0.9875643,0.9937985,20
0.9621975,0.98507833,21
0.98699343,0.9871787,22
0.9837843,0.9941479,23
0.9823798,0.99146956,24
0.9827793,0.99147636,25
0.9718571,0.98988765,26
0.9723721,0.9895243,27
0.978382,0.9944558,28
0.99085915,0.9910964,29
0.9653114,0.995587,30
0.97961825,0.9855002,31
0.98384464,0.9959678,32
0.99274117,0.99085,33
0.9856896,0.9959465,34
0.9820792,0.98408395,35
0.96614134,0.99266917,36
0.97543705,0.9965132,37
0.9930827,0.98075426,38
0.94645786,0.9864123,39
