generation,label_bal,color_bal
0,0.526,0.477
1,0.545,0.486
2,0.554,0.47
3,0.619,0.404
4,0.615,0.41
5,0.616,0.403
6,0.602,0.379
7,0.625,0.344
8,0.619,0.354
9,0.592,0.344
10,0.625,0.315
11,0.629,0.306
12,0.614,0.312
13,0.615,0.315
14,0.622,0.301
15,0.643,0.268
16,0.625,0.304
17,0.638,0.278
18,0.64,0.261
19,0.649,0.27
20,0.635,0.267
21,0.647,0.256
22,0.636,0.26
23,0.639,0.262
24,0.649,0.253
25,0.669,0.227
26,0.682,0.24
27,0.688,0.202
28,0.713,0.184
29,0.698,0.185
30,0.673,0.181
31,0.696,0.15
32,0.734,0.154
33,0.755,0.149
34,0.709,0.15
35,0.728,0.138
36,0.752,0.114
37,0.758,0.115
38,0.763,0.117
39,0.749,0.115
0,0.54,0.47
0,0.57,0.4
0,0.64,0.49
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
0,0.55,0.52
1,0.58,0.5
2,0.4,0.5
3,0.54,0.46
4,0.44,0.5
5,0.52,0.57
6,0.51,0.54
7,0.39,0.6
8,0.46,0.5
9,0.36,0.51
10,0.27,0.57
11,0.33,0.57
12,0.44,0.62
13,0.34,0.61
14,0.36,0.61
15,0.3,0.68
16,0.33,0.6
17,0.23,0.48
18,0.34,0.65
19,0.38,0.55
20,0.42,0.62
21,0.31,0.7
22,0.44,0.62
23,0.4,0.65
24,0.36,0.63
25,0.23,0.67
26,0.23,0.67
27,0.29,0.61
28,0.27,0.64
29,0.32,0.67
30,0.28,0.64
31,0.31,0.59
32,0.27,0.61
33,0.29,0.7
34,0.25,0.7
35,0.32,0.67
36,0.28,0.69
37,0.3,0.66
38,0.33,0.61
39,0.24,0.73
