generation,label_bal,color_bal
0,0.612,0.523
1,0.607,0.531
2,0.649,0.497
3,0.653,0.555
4,0.666,0.516
5,0.697,0.529
6,0.731,0.496
7,0.751,0.52
8,0.774,0.541
9,0.782,0.532
10,0.809,0.548
11,0.821,0.501
12,0.805,0.535
13,0.816,0.508
14,0.77,0.534
15,0.756,0.548
16,0.787,0.528
17,0.79,0.535
18,0.764,0.537
19,0.788,0.515
20,0.777,0.542
21,0.8,0.537
22,0.784,0.533
23,0.802,0.525
24,0.785,0.538
25,0.787,0.56
26,0.764,0.576
27,0.793,0.551
28,0.8,0.546
29,0.791,0.524
30,0.798,0.533
31,0.793,0.558
32,0.802,0.562
33,0.807,0.547
34,0.82,0.533
35,0.845,0.567
36,0.83,0.565
37,0.858,0.555
38,0.863,0.548
39,0.861,0.555
