generation,label_bal,color_bal
0,0.59,0.511
1,0.659,0.501
2,0.677,0.525
3,0.65,0.553
4,0.679,0.51
5,0.716,0.558
6,0.707,0.526
7,0.732,0.519
8,0.771,0.544
9,0.756,0.528
10,0.781,0.572
11,0.812,0.536
12,0.832,0.527
13,0.846,0.542
14,0.829,0.561
15,0.841,0.548
16,0.832,0.558
17,0.844,0.515
18,0.82,0.539
19,0.832,0.52
20,0.851,0.526
21,0.851,0.535
22,0.831,0.524
23,0.829,0.555
24,0.851,0.548
25,0.838,0.573
26,0.827,0.572
27,0.838,0.572
28,0.868,0.58
29,0.886,0.537
30,0.858,0.562
31,0.878,0.56
32,0.864,0.591
33,0.876,0.574
34,0.874,0.548
35,0.87,0.566
36,0.876,0.588
37,0.878,0.558
38,0.874,0.581
39,0.879,0.576
