generation,label_bal,color_bal
0,0.464,0.484
1,0.468,0.5
2,0.48,0.476
3,0.488,0.507
4,0.462,0.504
5,0.45,0.492
6,0.468,0.49
7,0.477,0.52
8,0.45,0.503
9,0.453,0.502
10,0.427,0.501
11,0.486,0.498
12,0.505,0.46
13,0.496,0.493
14,0.51,0.51
15,0.504,0.51
16,0.468,0.502
17,0.526,0.491
18,0.465,0.496
19,0.488,0.488
20,0.495,0.526
21,0.471,0.509
22,0.503,0.506
23,0.5,0.53
24,0.513,0.521
25,0.496,0.51
26,0.541,0.517
27,0.525,0.496
28,0.519,0.479
29,0.485,0.499
30,0.499,0.492
31,0.498,0.481
32,0.464,0.513
33,0.511,0.483
34,0.493,0.495
35,0.463,0.528
36,0.487,0.52
37,0.489,0.509
38,0.427,0.518
39,0.487,0.491
40,0.467,0.498
