generation,label_bal,color_bal
0,0.479,0.502
1,0.443,0.54
2,0.518,0.531
3,0.52,0.496
4,0.534,0.517
5,0.585,0.529
6,0.626,0.518
7,0.63,0.535
8,0.669,0.552
9,0.722,0.516
10,0.79,0.52
11,0.753,0.522
12,0.767,0.527
13,0.754,0.558
14,0.763,0.532
15,0.777,0.535
16,0.8,0.53
17,0.794,0.537
18,0.795,0.55
19,0.793,0.556
20,0.834,0.514
21,0.816,0.53
22,0.782,0.583
23,0.832,0.512
24,0.82,0.527
25,0.829,0.537
26,0.82,0.559
27,0.828,0.546
28,0.855,0.513
29,0.845,0.544
30,0.827,0.553
31,0.849,0.538
32,0.846,0.551
33,0.851,0.558
34,0.848,0.552
35,0.855,0.57
36,0.861,0.57
37,0.865,0.56
38,0.877,0.527
39,0.869,0.566
