generation,label_bal,color_bal
0,0.713,0.467
1,0.724,0.489
2,0.714,0.491
3,0.724,0.516
4,0.705,0.496
5,0.722,0.478
6,0.67,0.488
7,0.664,0.505
8,0.666,0.531
9,0.65,0.476
10,0.655,0.467
11,0.62,0.467
12,0.676,0.472
13,0.59,0.477
14,0.629,0.491
15,0.629,0.507
16,0.568,0.476
17,0.542,0.458
18,0.536,0.461
19,0.563,0.461
20,0.565,0.519
21,0.582,0.479
22,0.57,0.493
23,0.582,0.515
24,0.618,0.53
25,0.614,0.543
26,0.654,0.546
27,0.67,0.528
28,0.688,0.491
29,0.71,0.51
30,0.661,0.517
31,0.626,0.488
32,0.646,0.491
33,0.593,0.461
34,0.667,0.489
35,0.636,0.442
36,0.74,0.484
37,0.74,0.488
38,0.615,0.475
39,0.546,0.485
0,0.547,0.46
1,0.581,0.434
2,0.581,0.451
3,0.635,0.41
4,0.612,0.434
5,0.636,0.403
6,0.663,0.39
7,0.699,0.36
8,0.689,0.344
9,0.697,0.342
10,0.683,0.358
11,0.693,0.343
12,0.717,0.32
13,0.672,0.36
0,0.531,0.461
1,0.506,0.503
2,0.563,0.453
3,0.621,0.429
4,0.622,0.403
5,0.638,0.372
6,0.637,0.379
7,0.688,0.345
8,0.722,0.331
9,0.709,0.331
10,0.741,0.333
11,0.721,0.314
12,0.747,0.301
13,0.733,0.343
14,0.758,0.313
15,0.809,0.298
16,0.791,0.271
17,0.795,0.282
18,0.764,0.276
19,0.793,0.273
20,0.82,0.247
21,0.837,0.24
22,0.84,0.256
23,0.837,0.254
24,0.856,0.213
25,0.852,0.248
26,0.87,0.225
27,0.881,0.228
28,0.878,0.228
29,0.909,0.219
30,0.897,0.221
31,0.939,0.236
32,0.958,0.208
33,0.964,0.216
34,0.974,0.209
35,0.981,0.205
36,0.989,0.207
37,0.996,0.202
38,0.99,0.178
39,0.998,0.188
0,0.67,0.48
1,1.0,0.0
2,1.0,1.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
0,0.59,0.46
1,0.6,0.4
2,0.61,0.43
3,0.64,0.46
4,0.59,0.34
5,0.75,0.39
6,0.82,0.39
7,0.82,0.43
8,0.85,0.3
9,0.81,0.33
10,0.85,0.34
11,0.87,0.34
12,0.94,0.28
13,0.9,0.23
14,0.92,0.32
15,0.93,0.35
16,0.86,0.24
17,0.93,0.29
18,0.94,0.27
19,0.99,0.23
20,0.98,0.24
21,0.95,0.25
22,0.97,0.26
23,0.93,0.3
24,0.95,0.15
25,0.96,0.23
26,0.98,0.28
27,1.0,0.22
28,1.0,0.21
29,1.0,0.14
30,1.0,0.19
31,1.0,0.1
32,1.0,0.17
33,1.0,0.17
34,1.0,0.12
35,1.0,0.18
36,1.0,0.12
37,1.0,0.07
38,1.0,0.12
39,1.0,0.14
