generation,label_bal,color_bal
0,0.424,0.501
1,0.346,0.495
2,0.331,0.501
3,0.364,0.457
4,0.31,0.508
5,0.315,0.489
6,0.304,0.5
7,0.3,0.493
8,0.325,0.513
9,0.265,0.508
10,0.289,0.525
11,0.306,0.499
12,0.239,0.515
13,0.248,0.535
14,0.244,0.497
15,0.222,0.501
16,0.201,0.491
17,0.249,0.516
18,0.256,0.49
19,0.244,0.506
20,0.186,0.509
21,0.22,0.5
22,0.237,0.503
23,0.289,0.495
24,0.246,0.486
25,0.234,0.494
26,0.206,0.502
27,0.24,0.48
28,0.218,0.486
29,0.197,0.505
30,0.217,0.515
31,0.184,0.464
32,0.222,0.493
33,0.29,0.538
34,0.261,0.508
35,0.303,0.516
36,0.344,0.505
37,0.362,0.521
38,0.394,0.498
39,0.374,0.509
40,0.396,0.503
