proba_0,proba_1,generation
0.97154456,0.9794693,0
0.98295885,0.9717476,1
0.9685421,0.982705,2
0.9721424,0.9595945,3
0.96443564,0.9804079,4
0.97290754,0.97133535,5
0.9631269,0.9475808,6
0.93087626,0.91029215,7
0.9519049,0.9534286,8
0.93462247,0.9314695,9
0.92435026,0.9403285,10
0.9707635,0.9527799,11
0.94436705,0.9492812,12
0.92465407,0.94035894,13
0.9670583,0.9373131,14
0.90616196,0.93513864,15
0.89979625,0.92350644,16
0.96314734,0.8950428,17
0.9131088,0.9353754,18
0.8924076,0.9377254,19
0.8860405,0.91518885,20
0.9201964,0.9137765,21
0.89644676,0.8916806,22
0.9067644,0.8980518,23
0.87509066,0.87884253,24
0.8453413,0.9034189,25
0.8762619,0.87227005,26
0.8656115,0.87136954,27
0.85581625,0.9219692,28
0.8697821,0.8674987,29
0.88659745,0.8001231,30
0.8761356,0.8686418,31
0.8409311,0.8637497,32
0.8300354,0.8837883,33
0.80904496,0.7950113,34
0.80345845,0.78044707,35
0.76692045,0.7884587,36
0.74664736,0.7284715,37
nan,nan,38
nan,nan,39
