generation,label_bal,color_bal
0,0.52,0.61
1,0.56,0.6
2,0.62,0.53
3,0.79,0.47
4,0.68,0.53
5,0.93,0.45
6,0.87,0.51
7,0.98,0.52
8,1.0,0.45
9,0.99,0.53
10,0.99,0.51
11,0.99,0.49
12,1.0,0.5
13,1.0,0.51
14,1.0,0.45
15,1.0,0.5
16,1.0,0.43
17,1.0,0.61
18,1.0,0.57
19,1.0,0.5
20,1.0,0.49
21,1.0,0.59
22,1.0,0.53
23,1.0,0.53
24,1.0,0.49
25,1.0,0.55
26,1.0,0.48
27,1.0,0.45
28,1.0,0.56
29,1.0,0.55
30,1.0,0.55
31,1.0,0.45
32,1.0,0.48
33,1.0,0.41
34,1.0,0.5
35,1.0,0.47
36,1.0,0.54
37,1.0,0.51
38,1.0,0.96
39,1.0,1.0
