generation,label_bal,color_bal
0,0.545,0.472
1,0.594,0.506
2,0.625,0.548
3,0.622,0.616
4,0.606,0.641
5,0.608,0.663
6,0.582,0.727
7,0.618,0.706
8,0.625,0.745
9,0.609,0.745
10,0.623,0.786
11,0.644,0.776
12,0.656,0.782
13,0.63,0.795
14,0.651,0.808
15,0.608,0.847
16,0.62,0.829
17,0.672,0.826
18,0.653,0.846
19,0.658,0.856
20,0.683,0.84
21,0.637,0.864
22,0.677,0.867
23,0.678,0.887
24,0.672,0.885
25,0.703,0.891
26,0.698,0.894
27,0.724,0.893
28,0.731,0.889
29,0.739,0.885
30,0.741,0.923
31,0.747,0.924
32,0.739,0.937
33,0.753,0.953
34,0.767,0.969
35,0.77,0.972
36,0.781,0.975
37,0.779,0.988
38,0.82,0.991
39,0.815,0.984
0,0.673,0.487
1,0.751,0.522
2,0.774,0.548
3,0.814,0.535
4,0.835,0.572
5,0.869,0.564
6,0.871,0.57
7,0.872,0.55
8,0.887,0.574
9,0.903,0.561
10,0.892,0.556
11,0.894,0.575
12,0.931,0.547
13,0.933,0.584
14,0.928,0.587
0,0.642,0.506
1,0.663,0.533
2,0.7,0.573
3,0.698,0.599
4,0.694,0.63
5,0.718,0.636
6,0.674,0.689
7,0.665,0.692
8,0.698,0.714
9,0.7,0.695
10,0.62,0.726
11,0.597,0.742
12,0.576,0.776
13,0.58,0.771
14,0.533,0.778
15,0.525,0.798
16,0.505,0.827
17,0.5,0.841
18,0.461,0.845
19,0.505,0.849
20,0.509,0.842
21,0.472,0.853
22,0.509,0.866
23,0.474,0.88
24,0.49,0.868
25,0.505,0.875
26,0.531,0.904
27,0.506,0.901
28,0.522,0.898
29,0.516,0.925
30,0.573,0.917
31,0.526,0.931
32,0.555,0.928
33,0.551,0.936
34,0.599,0.935
35,0.572,0.953
36,0.56,0.943
37,0.551,0.949
38,0.594,0.959
39,0.553,0.965
0,0.61,0.47
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
5,1.0,1.0
0,0.53,0.46
1,0.63,0.44
2,0.47,0.39
3,0.51,0.39
4,0.44,0.35
5,0.45,0.27
6,0.43,0.27
7,0.34,0.32
8,0.42,0.21
9,0.32,0.25
10,0.39,0.18
11,0.29,0.17
0,0.66,0.44
1,0.75,0.32
2,0.82,0.36
3,0.7,0.33
4,0.81,0.22
5,0.79,0.21
6,0.82,0.24
7,0.8,0.26
8,0.9,0.17
9,0.94,0.18
10,0.95,0.18
11,0.94,0.13
12,0.93,0.07
13,0.95,0.16
14,0.98,0.14
15,0.98,0.12
16,0.97,0.11
17,0.97,0.16
18,0.99,0.05
19,0.97,0.11
20,1.0,0.04
21,0.98,0.08
22,0.95,0.07
23,0.96,0.05
24,0.95,0.08
25,0.98,0.03
26,1.0,0.0
27,0.98,0.03
28,0.98,0.02
29,0.97,0.03
30,0.96,0.04
31,1.0,0.0
32,0.99,0.01
33,1.0,0.02
34,1.0,0.0
35,1.0,0.0
36,1.0,0.0
37,1.0,0.0
38,1.0,0.01
39,0.99,0.0
