generation,label_bal,color_bal
0,0.43,0.523
1,0.48,0.48
2,0.471,0.534
3,0.495,0.514
4,0.516,0.509
5,0.493,0.504
6,0.504,0.483
7,0.525,0.508
8,0.498,0.481
9,0.449,0.525
10,0.48,0.535
11,0.471,0.531
12,0.443,0.504
13,0.482,0.483
14,0.526,0.503
15,0.484,0.526
16,0.472,0.483
17,0.474,0.514
18,0.448,0.502
19,0.496,0.522
20,0.491,0.527
21,0.468,0.514
22,0.464,0.513
23,0.511,0.544
24,0.525,0.514
25,0.542,0.501
26,0.537,0.511
27,0.527,0.519
28,0.57,0.514
29,0.565,0.529
30,0.533,0.535
31,0.55,0.509
32,0.518,0.516
33,0.528,0.511
34,0.53,0.502
35,0.5,0.516
36,0.536,0.509
37,0.526,0.498
38,0.526,0.497
39,0.476,0.535
40,0.498,0.503
