generation,label_bal,color_bal
0,0.56,0.48
1,0.64,0.44
1,0.63,0.4
2,0.64,0.46
3,0.58,0.52
4,0.7,0.4
5,0.6,0.4
6,0.71,0.39
7,0.7,0.41
8,0.56,0.48
8,0.54,0.48
9,0.64,0.41
10,0.61,0.45
10,0.65,0.42
11,0.61,0.44
12,0.62,0.4
13,0.61,0.4
14,0.64,0.36
15,0.53,0.42
16,0.59,0.39
17,0.52,0.46
18,0.46,0.5
19,0.46,0.47
20,0.59,0.41
21,0.56,0.41
22,0.6,0.38
23,0.54,0.41
24,0.52,0.48
25,0.59,0.44
26,0.58,0.4
27,0.49,0.49
28,0.57,0.46
29,0.61,0.41
30,0.6,0.4
31,0.57,0.42
32,0.49,0.48
33,0.63,0.36
34,0.46,0.49
35,0.47,0.48
36,0.55,0.42
37,0.37,0.57
38,0.46,0.49
39,0.54,0.42
39,0.51,0.46
