generation,label_bal,color_bal
0,0.574,0.521
1,0.586,0.507
2,0.563,0.522
3,0.529,0.487
4,0.486,0.547
5,0.51,0.53
6,0.493,0.509
7,0.495,0.508
8,0.513,0.5
9,0.505,0.52
10,0.488,0.505
11,0.572,0.474
12,0.599,0.481
13,0.686,0.474
14,0.807,0.524
15,0.913,0.48
16,0.972,0.501
17,0.987,0.482
18,0.985,0.457
19,0.993,0.459
20,0.991,0.444
21,0.989,0.483
22,0.992,0.425
23,0.991,0.452
24,0.99,0.48
25,0.987,0.475
26,0.99,0.503
27,0.998,0.504
28,0.994,0.508
29,0.994,0.497
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
0,0.563,0.51
1,0.543,0.536
2,0.541,0.533
3,0.494,0.525
4,0.448,0.561
5,0.5,0.505
6,0.502,0.535
7,0.492,0.5
8,0.508,0.531
9,0.449,0.493
10,0.508,0.531
11,0.559,0.461
12,0.643,0.488
13,0.65,0.495
14,0.799,0.496
15,0.935,0.511
16,0.973,0.537
17,0.99,0.513
18,0.982,0.442
19,0.99,0.451
20,0.991,0.441
21,0.994,0.438
22,0.99,0.468
23,0.989,0.454
24,0.983,0.477
25,0.992,0.494
26,0.996,0.481
27,0.993,0.479
28,0.998,0.534
29,0.997,0.491
30,0.996,0.524
31,0.997,0.498
32,0.997,0.502
33,0.995,0.492
34,0.999,0.492
35,1.0,0.504
36,0.997,0.513
37,0.997,0.503
38,0.999,0.51
39,1.0,0.495
0,0.555,0.516
1,0.555,0.487
2,0.557,0.513
3,0.536,0.469
4,0.545,0.512
5,0.535,0.506
6,0.56,0.538
7,0.56,0.5
8,0.627,0.483
9,0.607,0.49
10,0.631,0.492
11,0.651,0.532
12,0.662,0.492
13,0.741,0.5
14,0.788,0.508
15,0.888,0.511
16,0.906,0.5
17,0.937,0.432
18,0.937,0.402
19,0.953,0.357
20,0.948,0.358
21,0.971,0.347
22,0.992,0.343
23,0.99,0.349
24,0.982,0.342
25,1.0,0.329
26,1.0,0.32
27,1.0,0.341
28,1.0,0.329
29,0.998,0.376
30,1.0,0.357
31,1.0,0.346
32,1.0,0.352
33,1.0,0.335
34,1.0,0.338
35,1.0,0.319
36,1.0,0.337
37,1.0,0.333
38,1.0,0.306
39,1.0,0.339
