generation,label_bal,color_bal
0,0.637,0.516
1,0.698,0.493
2,0.745,0.464
3,0.77,0.505
4,0.777,0.503
5,0.836,0.494
6,0.864,0.505
7,0.862,0.543
8,0.928,0.522
9,0.931,0.527
10,0.971,0.521
11,0.978,0.548
12,0.991,0.505
13,0.998,0.496
14,0.999,0.521
15,0.998,0.491
16,1.0,0.502
17,0.999,0.527
18,1.0,0.51
19,1.0,0.519
20,1.0,0.532
21,1.0,0.49
22,1.0,0.493
23,1.0,0.505
24,1.0,0.517
25,1.0,0.493
26,1.0,0.516
27,1.0,0.518
28,1.0,0.512
29,1.0,0.513
30,1.0,0.519
31,1.0,0.52
32,1.0,0.547
33,1.0,0.504
34,1.0,0.508
35,1.0,0.501
36,1.0,0.477
37,1.0,0.533
38,1.0,0.552
39,1.0,0.52
