generation,label_bal,color_bal
0,0.626,0.521
1,0.671,0.478
2,0.696,0.491
3,0.734,0.496
4,0.769,0.53
5,0.805,0.483
6,0.827,0.511
7,0.878,0.486
8,0.904,0.492
9,0.935,0.516
10,0.962,0.495
11,0.951,0.477
12,0.97,0.491
13,0.984,0.487
14,0.987,0.49
15,0.99,0.483
16,0.988,0.514
17,0.986,0.499
18,0.991,0.492
19,0.992,0.492
20,0.993,0.486
21,0.994,0.488
22,0.995,0.491
23,0.999,0.505
24,0.998,0.47
25,0.997,0.478
26,0.999,0.475
27,0.995,0.52
28,0.996,0.496
29,0.994,0.496
30,0.996,0.476
31,0.998,0.492
32,0.999,0.468
33,1.0,0.466
34,1.0,0.449
35,1.0,0.456
36,1.0,0.511
37,0.999,0.481
38,1.0,0.481
39,1.0,0.477
