generation,label_bal,color_bal
0,0.674,0.472
1,0.687,0.437
2,0.713,0.386
3,0.694,0.361
4,0.684,0.352
5,0.7,0.317
6,0.712,0.302
7,0.696,0.322
8,0.711,0.311
9,0.662,0.306
10,0.643,0.301
11,0.701,0.306
12,0.678,0.27
13,0.689,0.279
14,0.71,0.281
15,0.694,0.246
16,0.7,0.264
17,0.694,0.252
18,0.686,0.251
19,0.687,0.215
20,0.665,0.202
21,0.7,0.192
22,0.708,0.194
23,0.731,0.175
24,0.69,0.183
25,0.706,0.168
26,0.666,0.161
27,0.639,0.146
28,0.726,0.122
29,0.701,0.14
30,0.762,0.125
31,0.782,0.108
32,0.737,0.1
33,0.78,0.097
34,0.781,0.092
35,0.837,0.087
36,0.809,0.078
37,0.837,0.069
38,0.896,0.07
39,0.941,0.056
0,0.621,0.489
1,0.709,0.497
2,0.719,0.526
3,0.759,0.491
4,0.787,0.537
5,0.784,0.543
6,0.8,0.531
7,0.742,0.551
8,0.734,0.554
9,0.68,0.552
10,0.668,0.57
11,0.714,0.563
12,0.656,0.576
13,0.703,0.571
14,0.673,0.579
15,0.721,0.567
16,0.699,0.573
17,0.715,0.549
18,0.726,0.569
19,0.707,0.559
20,0.68,0.591
21,0.661,0.596
22,0.695,0.564
23,0.655,0.633
24,0.693,0.586
25,0.7,0.594
26,0.68,0.638
27,0.689,0.623
28,0.667,0.627
29,0.688,0.63
30,0.696,0.659
31,0.674,0.669
32,0.672,0.671
33,0.673,0.71
34,0.657,0.718
35,0.634,0.761
36,0.659,0.788
37,0.634,0.782
38,0.624,0.766
39,0.641,0.811
0,0.64,0.44
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
0,0.64,0.43
1,0.68,0.43
2,0.63,0.4
3,0.62,0.44
4,0.59,0.37
5,0.61,0.53
6,0.61,0.4
7,0.55,0.45
8,0.51,0.3
9,0.61,0.28
10,0.56,0.4
11,0.53,0.36
12,0.61,0.28
13,0.57,0.45
14,0.58,0.39
15,0.55,0.35
16,0.56,0.39
17,0.56,0.42
18,0.5,0.45
19,0.59,0.31
20,0.6,0.34
21,0.61,0.23
22,0.49,0.37
23,0.48,0.35
24,0.47,0.37
25,0.5,0.34
26,0.37,0.33
27,0.4,0.33
28,0.36,0.47
29,0.41,0.27
30,0.38,0.32
31,0.34,0.27
32,0.28,0.32
33,0.22,0.32
34,0.21,0.37
35,0.21,0.37
36,0.2,0.32
37,0.2,0.33
38,0.13,0.43
39,0.21,0.34
