generation,label_bal,color_bal
0,0.428,0.507
1,0.467,0.503
2,0.5,0.492
3,0.523,0.526
4,0.563,0.525
5,0.602,0.539
6,0.651,0.529
7,0.669,0.523
8,0.714,0.52
9,0.768,0.516
10,0.825,0.498
11,0.862,0.482
12,0.89,0.499
13,0.905,0.491
14,0.93,0.526
15,0.961,0.498
16,0.971,0.488
17,0.964,0.489
18,0.962,0.493
19,0.975,0.507
20,0.978,0.521
21,0.962,0.516
22,0.961,0.512
23,0.971,0.515
24,0.974,0.487
25,0.976,0.54
26,0.977,0.539
27,0.977,0.554
28,0.983,0.498
29,0.979,0.551
30,0.977,0.509
31,0.984,0.53
32,0.971,0.539
33,0.986,0.526
34,0.98,0.532
35,0.977,0.542
36,0.981,0.536
37,0.981,0.577
38,0.987,0.563
39,0.99,0.558
