generation,epoch,gen_loss
0,0,79582.26777742348
0,10,27321.604537029656
0,20,26331.783781090562
1,0,71598.72739955357
1,10,31785.87821867028
1,20,31338.32130899235
2,0,77969.46516262754
2,10,34212.514409279334
2,20,33854.07533482143
3,0,77372.24683115433
3,10,35711.89580676021
3,20,35375.1826171875
4,0,71498.9947783801
4,10,36665.29153380102
4,20,36417.07649075255
5,0,76228.38309151786
5,10,37420.56503109056
5,20,37245.77226163903
6,0,68507.60704320791
6,10,38464.090601084186
6,20,38378.21731505102
7,0,72297.39839764031
7,10,39031.38141741072
7,20,38952.41262755102
8,0,68105.71992586098
8,10,40024.052654655614
8,20,39958.8023955676
9,0,71001.47301498725
9,10,40988.94298070791
9,20,40919.552295918365
10,0,70532.316665338
10,10,41486.8694794324
10,20,41465.7578523597
11,0,65781.69949776786
11,10,41610.692621970666
11,20,41629.359813456635
12,0,70255.75237165179
12,10,42527.77086654975
12,20,42434.03013392857
13,0,74600.20067362883
13,10,42457.20200892857
13,20,42368.83731265944
14,0,69976.24334343112
14,10,42739.565908003824
14,20,42722.9625518176
15,0,70039.62404336735
15,10,43135.972217793365
15,20,43132.29508131377
16,0,67612.67926897321
16,10,42746.55000398597
16,20,42735.86204559949
17,0,65727.08250956633
17,10,42974.347476881376
17,20,42934.811961894135
18,0,67135.29553970025
18,10,42803.327068718114
18,20,42742.44321986607
19,0,72307.93463010204
19,10,43050.443797831635
19,20,43047.90933912627
20,0,72064.62633529975
20,10,43103.51452885842
20,20,43068.855947066324
21,0,69402.77796157525
21,10,42988.145986128824
21,20,43005.700374681124
22,0,71199.84321189413
22,10,42732.96063855229
22,20,42711.564991230865
23,0,72063.85528938138
23,10,43412.39092394771
23,20,43380.36168686225
24,0,66925.16647401148
24,10,43739.800801179845
24,20,43756.604771205355
25,0,69693.94019052933
25,10,44306.160634566324
25,20,44287.151805644135
26,0,68832.53874362246
26,10,44875.26823580995
26,20,44850.20517777424
27,0,73128.07657047194
27,10,45056.82180723852
27,20,45139.44840162627
28,0,72654.22405133929
28,10,44759.045978156886
28,20,44731.06887755102
29,0,72367.2750518176
29,10,44903.21012037627
29,20,44896.654834980865
30,0,69241.81947544643
30,10,45638.84412866709
30,20,45642.76191804847
31,0,69978.9742705676
31,10,45497.53788663903
31,20,45489.45188934949
32,0,70985.33027742348
32,10,45108.64606584822
32,20,45109.87169164541
33,0,67977.71944754464
33,10,45148.95960220025
33,20,45137.383051658166
34,0,73235.05821508291
34,10,45346.89879623725
34,20,45327.70882493623
35,0,72117.79775191327
35,10,45209.99732940051
35,20,45211.3036710778
36,0,67084.83256935587
36,10,45553.8446867028
36,20,45531.49475845025
37,0,72732.4815250319
37,10,46169.8525390625
37,20,46165.618343431124
38,0,73955.275649713
38,10,46564.77997448979
38,20,46554.61144770408
39,0,69281.1846500319
39,10,46678.815668845666
39,20,46723.9198820153
