generation,label_bal,color_bal
0,0.39,0.59
1,0.58,0.53
2,0.53,0.58
3,0.53,0.43
4,0.72,0.48
5,0.8,0.5
6,0.87,0.51
7,0.74,0.56
8,0.87,0.56
9,0.9,0.59
10,0.9,0.53
11,0.95,0.61
12,1.0,0.47
13,1.0,0.55
14,1.0,0.44
15,1.0,0.55
16,1.0,0.52
17,1.0,0.45
18,1.0,0.63
19,1.0,0.6
20,1.0,0.58
21,1.0,0.52
22,1.0,0.58
23,1.0,0.58
24,1.0,0.53
25,1.0,0.56
26,1.0,0.57
27,1.0,0.57
28,1.0,0.58
29,1.0,0.61
30,1.0,0.52
31,1.0,0.51
32,1.0,0.64
33,1.0,0.54
34,1.0,0.58
35,1.0,0.63
36,1.0,0.65
37,1.0,0.74
38,1.0,1.0
39,1.0,1.0
