proba_0,proba_1,generation
0.9960226,0.9952706,0
0.9937115,0.9952686,1
0.99128234,0.9894397,2
0.99138284,0.98753035,3
0.9849909,0.9831549,4
0.9827295,0.9894261,5
0.98442274,0.9803706,6
0.9831514,0.9844171,7
0.97627676,0.97895586,8
0.97885364,0.97859395,9
0.9642079,0.9830291,10
0.9787594,0.9783678,11
0.9829438,0.9786887,12
0.976883,0.9769856,13
0.9847553,0.97709984,14
0.9749806,0.9797259,15
0.97189915,0.9755004,16
0.97059256,0.96845967,17
0.98070484,0.9720794,18
0.971008,0.9674023,19
0.9694269,0.97395563,20
0.9709004,0.972668,21
0.97435164,0.970674,22
0.9728615,0.9757652,23
0.96609575,0.9743872,24
0.96594846,0.9759563,25
0.974405,0.9698076,26
0.9689289,0.9653145,27
0.9683042,0.9725059,28
0.9737637,0.9712875,29
0.9676745,0.9645445,30
0.97537506,0.97414684,31
0.974216,0.97464204,32
0.9671974,0.96644455,33
0.9647041,0.96771127,34
0.9652013,0.9658584,35
0.9625543,0.9658139,36
0.9581754,0.96522206,37
0.962822,0.9625893,38
0.9652614,0.9592205,39
