generation,label_bal,color_bal
0,0.57,0.5
1,0.6,0.45
1,0.57,0.57
2,0.49,0.58
3,0.49,0.45
4,0.53,0.55
5,0.57,0.44
6,0.55,0.44
7,0.55,0.55
8,0.6,0.52
9,0.49,0.64
10,0.52,0.53
11,0.5,0.63
12,0.6,0.69
13,0.51,0.63
14,0.42,0.65
15,0.44,0.68
16,0.45,0.71
17,0.57,0.69
18,0.4,0.7
19,0.27,0.69
20,0.41,0.69
21,0.35,0.78
22,0.5,0.78
23,0.4,0.69
23,0.52,0.68
24,0.26,0.82
25,0.38,0.83
26,0.37,0.8
27,0.33,0.82
28,0.49,0.83
29,0.37,0.89
30,0.31,0.9
31,0.43,0.86
32,0.31,0.92
33,0.26,0.97
34,0.33,0.92
35,0.31,0.95
36,0.29,0.96
37,0.29,0.97
38,0.23,0.96
39,0.3,0.97
39,0.22,0.99
