proba_0,proba_1,generation
0.99822116,0.9998162,0
0.9996415,0.9948807,1
0.9981224,0.9935917,1
0.9991081,0.9852211,2
0.99981,0.9942812,3
0.99440676,0.9879867,4
0.99548936,0.9976303,5
0.9749368,0.99969023,6
0.9818229,0.97379756,7
0.9802712,0.9880287,8
0.9912419,0.994333,9
0.98494506,0.9973624,10
0.9853454,0.9977847,11
0.9837201,0.98840785,12
0.9855694,0.9878553,13
0.9808412,0.97661614,14
0.9903723,0.99027413,15
0.9687103,0.98796123,16
0.96141005,0.99318635,17
0.9595591,0.9891558,18
0.9846079,0.99531865,19
0.9751355,0.99373776,20
0.95556414,0.9971768,21
0.96180624,0.98775655,22
0.9737448,0.98021346,23
0.94684243,0.9872824,23
0.9146986,0.9850384,24
0.9144554,0.9917518,25
0.9454707,0.9913523,26
0.9769647,0.9935105,27
0.8987686,0.9890518,28
0.9675251,0.9753324,29
0.951496,0.98547447,30
0.9776256,0.99061775,31
0.9096844,0.99538386,32
0.7524218,0.9833226,33
0.9280445,0.99587214,34
0.9055519,0.9936796,35
0.9809247,0.9847082,36
0.9073054,0.99731076,37
0.8476904,0.996154,38
0.8162649,0.99660623,39
0.99333847,0.99952424,39
