generation,label_bal,color_bal
0,0.49,0.487
1,0.509,0.532
2,0.535,0.526
3,0.55,0.514
4,0.573,0.529
5,0.576,0.516
6,0.598,0.545
7,0.653,0.551
8,0.681,0.536
9,0.736,0.535
10,0.766,0.558
11,0.794,0.575
12,0.811,0.559
13,0.857,0.569
14,0.872,0.565
15,0.887,0.548
16,0.884,0.553
17,0.908,0.544
18,0.918,0.541
19,0.926,0.503
20,0.93,0.54
21,0.925,0.522
22,0.934,0.557
23,0.943,0.545
24,0.949,0.544
25,0.949,0.551
26,0.964,0.555
27,0.959,0.549
28,0.964,0.552
29,0.952,0.548
30,0.968,0.518
31,0.961,0.551
32,0.976,0.527
33,0.968,0.523
34,0.969,0.558
35,0.977,0.552
36,0.983,0.544
37,0.982,0.576
38,0.992,0.565
39,0.993,0.524
