generation,label_bal,color_bal
0,0.624,0.523
1,0.672,0.477
2,0.72,0.496
3,0.744,0.495
4,0.766,0.528
5,0.787,0.495
6,0.799,0.489
7,0.858,0.484
8,0.911,0.488
9,0.91,0.514
10,0.926,0.505
11,0.939,0.469
12,0.956,0.48
13,0.964,0.503
14,0.986,0.49
15,0.993,0.466
16,0.991,0.499
17,0.991,0.489
18,0.992,0.49
19,0.993,0.485
20,0.991,0.482
21,0.996,0.485
22,0.997,0.485
23,0.997,0.487
24,0.999,0.502
25,0.998,0.483
26,1.0,0.479
27,0.997,0.524
28,0.995,0.491
29,0.998,0.518
30,0.999,0.518
31,0.998,0.518
32,1.0,0.499
33,1.0,0.467
34,1.0,0.474
35,1.0,0.487
36,1.0,0.479
37,1.0,0.483
38,1.0,0.481
39,1.0,0.477
