generation,label_bal,color_bal
0,0.632,0.523
1,0.603,0.512
2,0.632,0.58
3,0.665,0.574
4,0.682,0.565
5,0.729,0.543
6,0.741,0.531
7,0.755,0.506
8,0.786,0.514
9,0.813,0.526
10,0.82,0.536
11,0.791,0.502
12,0.843,0.532
13,0.89,0.487
14,0.885,0.503
15,0.908,0.485
16,0.923,0.481
17,0.924,0.514
18,0.924,0.487
19,0.931,0.506
20,0.938,0.485
21,0.944,0.535
22,0.951,0.509
23,0.959,0.517
24,0.953,0.509
25,0.956,0.474
26,0.956,0.508
27,0.943,0.527
28,0.944,0.489
29,0.961,0.516
30,0.941,0.521
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
0,0.593,0.527
1,0.612,0.534
2,0.609,0.584
3,0.664,0.543
4,0.696,0.539
5,0.702,0.555
6,0.705,0.518
7,0.768,0.556
8,0.791,0.517
9,0.798,0.515
10,0.825,0.545
11,0.824,0.541
12,0.866,0.519
13,0.875,0.502
14,0.889,0.493
15,0.891,0.484
16,0.908,0.47
17,0.927,0.47
18,0.925,0.483
19,0.913,0.479
20,0.945,0.521
21,0.927,0.522
22,0.951,0.488
23,0.941,0.48
24,0.961,0.48
25,0.947,0.523
26,0.942,0.477
27,0.939,0.496
28,0.935,0.483
29,0.948,0.489
30,0.959,0.467
31,0.94,0.51
32,0.945,0.525
33,0.944,0.497
34,0.943,0.519
35,0.943,0.501
36,0.949,0.501
37,0.938,0.494
38,0.94,0.505
39,0.962,0.521
0,0.627,0.517
1,0.627,0.568
2,0.604,0.57
3,0.668,0.578
4,0.695,0.589
5,0.689,0.568
6,0.687,0.607
7,0.742,0.568
8,0.762,0.577
9,0.75,0.578
10,0.812,0.534
11,0.804,0.538
12,0.826,0.513
13,0.829,0.531
14,0.843,0.517
15,0.877,0.509
16,0.914,0.497
17,0.918,0.506
18,0.931,0.48
19,0.913,0.506
20,0.918,0.49
21,0.922,0.494
22,0.93,0.486
23,0.925,0.475
24,0.924,0.534
25,0.949,0.483
26,0.949,0.531
27,0.93,0.502
28,0.958,0.507
29,0.939,0.506
30,0.948,0.508
31,0.948,0.528
32,0.933,0.484
33,0.933,0.512
34,0.934,0.509
35,0.938,0.476
36,0.919,0.481
37,0.933,0.477
38,0.937,0.497
39,0.944,0.486
