generation,label_bal,color_bal
0,0.55,0.28
0,0.55,0.28
1,0.0,1.0
2,0.0,1.0
2,0.0,1.0
2,0.0,1.0
3,0.0,1.0
3,0.0,1.0
4,0.0,1.0
4,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
0,0.11,0.2
0,0.1,0.28
0,0.1,0.28
0,0.1,0.28
0,0.1,0.28
0,0.1,0.28
1,0.0,0.16
1,0.05,0.11
1,0.05,0.11
1,0.05,0.11
1,0.05,0.11
2,0.0,0.06
3,0.0,0.03
3,0.0,0.07
3,0.0,0.07
3,0.0,0.07
4,0.0,0.02
4,0.0,0.01
4,0.0,0.01
4,0.0,0.01
4,0.0,0.01
4,0.0,0.01
5,0.0,0.0
5,0.01,0.0
5,0.01,0.0
5,0.01,0.0
5,0.01,0.0
5,0.01,0.0
5,0.01,0.0
6,0.0,0.0
7,0.0,0.0
7,0.0,0.0
7,0.0,0.0
8,0.0,0.0
8,0.0,0.0
8,0.0,0.0
8,0.0,0.0
8,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
10,0.0,0.0
10,0.0,0.0
10,0.0,0.0
10,0.0,0.0
10,0.0,0.0
11,0.0,0.0
