proba_0,proba_1,generation
0.99666417,0.99328536,0
0.9973566,0.9974702,1
0.99583125,0.99687004,2
0.9977643,0.99875367,3
0.9971053,0.9962548,4
0.99528235,0.99727774,5
0.9980988,0.99804765,6
0.9979161,0.9964921,7
0.9979907,0.996713,8
0.9973918,0.9959913,9
0.9966607,0.99382025,10
0.99868906,0.9948292,11
0.9946202,0.99584204,12
0.9966477,0.99644005,13
0.9947773,0.9960844,14
0.9922001,0.9969823,15
0.99506295,0.9958784,16
0.99606895,0.9944493,17
0.9964162,0.9956385,18
0.99770105,0.9982123,19
0.9961717,0.99641573,20
0.99495536,0.9973879,21
0.99708647,0.9978506,22
0.99356407,0.9947916,23
0.9980861,0.99640137,24
0.99746543,0.9945204,25
0.995725,0.9963706,26
0.99777466,0.9958256,27
0.9976228,0.9956702,28
0.99616396,0.99695945,29
0.99683535,0.99461085,30
0.996122,0.99732006,31
0.99442995,0.99452513,32
0.9960205,0.9952603,33
0.99726176,0.9968711,34
0.9945236,0.99617386,35
0.9955741,0.9975505,36
0.9962381,0.9955117,37
0.9933366,0.9982822,38
0.99760324,0.99523383,39
0.99867475,0.99597746,40
