generation,label_bal,color_bal
0,0.527,0.529
1,0.543,0.517
2,0.498,0.523
3,0.512,0.519
4,0.527,0.532
5,0.548,0.532
6,0.484,0.539
7,0.465,0.528
8,0.461,0.51
9,0.451,0.515
10,0.458,0.523
11,0.451,0.499
12,0.416,0.547
13,0.457,0.521
14,0.504,0.522
15,0.462,0.515
16,0.484,0.536
17,0.471,0.509
18,0.482,0.513
19,0.514,0.538
20,0.477,0.527
21,0.49,0.514
22,0.5,0.511
23,0.525,0.537
24,0.564,0.515
25,0.552,0.517
26,0.567,0.541
27,0.567,0.5
28,0.524,0.534
29,0.554,0.532
30,0.52,0.516
31,0.547,0.541
32,0.539,0.531
33,0.549,0.532
34,0.552,0.498
35,0.529,0.499
36,0.53,0.529
37,0.55,0.506
38,0.523,0.529
39,0.505,0.514
40,0.494,0.53
