generation,label_bal,color_bal
0,0.496,0.486
1,0.547,0.554
2,0.556,0.539
3,0.554,0.523
4,0.496,0.552
5,0.462,0.543
6,0.502,0.493
7,0.497,0.545
8,0.52,0.523
9,0.461,0.538
10,0.437,0.522
11,0.469,0.515
12,0.439,0.515
13,0.455,0.517
14,0.458,0.499
15,0.458,0.503
16,0.391,0.515
17,0.404,0.514
18,0.403,0.52
19,0.443,0.498
20,0.448,0.51
21,0.432,0.492
22,0.464,0.51
23,0.514,0.513
24,0.507,0.504
25,0.509,0.536
26,0.468,0.527
27,0.507,0.536
28,0.553,0.537
29,0.545,0.519
30,0.554,0.504
31,0.493,0.54
32,0.528,0.52
33,0.537,0.53
34,0.511,0.497
35,0.493,0.505
36,0.532,0.527
37,0.539,0.503
38,0.507,0.51
39,0.514,0.511
40,0.534,0.546
