proba_0,proba_1,generation
0.936135,0.8935449,0
0.936135,0.8935449,0
0.936135,0.8935449,0
nan,nan,1
nan,nan,1
nan,0.88775706,2
nan,0.8877438,2
nan,0.8877438,2
nan,0.8748404,3
nan,0.8748926,3
nan,0.8748926,3
nan,0.52075845,4
nan,nan,5
nan,nan,6
0.9496126,0.85757595,0
0.9496288,0.8418011,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.93007934,0.88756365,1
0.94344777,0.92057216,2
0.9381497,0.7468735,3
0.91895586,0.83823556,3
0.9140453,0.66002846,4
