generation,label_bal,color_bal
0,0.501,0.462
1,0.545,0.482
2,0.547,0.481
3,0.589,0.451
4,0.563,0.472
5,0.567,0.457
6,0.567,0.469
7,0.559,0.465
8,0.532,0.498
9,0.56,0.468
10,0.594,0.437
11,0.579,0.453
12,0.607,0.436
13,0.596,0.443
14,0.6,0.446
15,0.601,0.439
16,0.575,0.474
17,0.602,0.454
18,0.577,0.47
19,0.599,0.453
20,0.563,0.488
21,0.602,0.453
22,0.597,0.446
23,0.561,0.483
24,0.596,0.456
25,0.595,0.445
26,0.59,0.458
27,0.568,0.481
28,0.615,0.44
29,0.585,0.473
30,0.605,0.442
31,0.565,0.469
32,0.569,0.478
33,0.607,0.449
34,0.579,0.453
35,0.6,0.453
36,0.577,0.462
37,0.595,0.445
38,0.578,0.463
39,0.555,0.483
40,0.563,0.473
0,0.64,0.52
0,0.68,0.4
0,0.71,0.46
1,0.7,0.48
2,0.74,0.5
3,0.71,0.39
4,0.62,0.53
5,0.67,0.47
6,0.65,0.4
7,0.66,0.42
8,0.66,0.42
9,0.64,0.49
10,0.62,0.39
11,0.6,0.46
12,0.67,0.43
13,0.6,0.43
14,0.55,0.51
15,0.57,0.44
16,0.51,0.47
17,0.5,0.42
18,0.49,0.49
19,0.68,0.39
20,0.48,0.42
21,0.49,0.45
22,0.54,0.53
23,0.51,0.33
24,0.5,0.45
25,0.45,0.43
26,0.52,0.5
27,0.56,0.34
28,0.45,0.39
29,0.43,0.46
30,0.47,0.38
31,0.51,0.56
32,0.47,0.49
33,0.42,0.48
34,0.51,0.37
35,0.59,0.4
36,0.49,0.5
37,0.48,0.48
38,0.52,0.49
39,0.5,0.54
40,0.47,0.44
0,0.5,0.39
1,0.53,0.46
2,0.55,0.48
3,0.48,0.51
4,0.54,0.46
5,0.59,0.41
6,0.52,0.48
7,0.56,0.44
8,0.53,0.47
9,0.54,0.45
10,0.48,0.52
0,0.62,0.39
1,0.72,0.37
2,0.83,0.45
3,0.81,0.36
4,0.87,0.4
5,0.82,0.39
6,0.8,0.46
7,0.81,0.48
8,0.81,0.46
9,0.78,0.44
10,0.77,0.54
11,0.81,0.47
12,0.9,0.37
13,0.85,0.42
14,0.81,0.47
15,0.77,0.4
16,0.73,0.5
17,0.84,0.39
18,0.85,0.43
19,0.83,0.42
20,0.87,0.42
21,0.84,0.51
22,0.87,0.44
23,0.83,0.46
24,0.78,0.47
25,0.84,0.42
26,0.76,0.47
27,0.77,0.45
28,0.8,0.46
29,0.78,0.48
30,0.85,0.41
31,0.81,0.35
32,0.82,0.49
33,0.82,0.44
34,0.81,0.42
35,0.83,0.46
36,0.84,0.4
37,0.83,0.44
38,0.81,0.43
39,0.78,0.39
40,0.84,0.51
