generation,label_bal,color_bal
0,0.568,0.414
1,0.585,0.361
2,0.57,0.351
3,0.582,0.346
4,0.566,0.325
5,0.597,0.289
6,0.584,0.284
7,0.598,0.274
8,0.575,0.24
9,0.583,0.247
10,0.607,0.19
11,0.568,0.201
12,0.563,0.182
13,0.609,0.177
14,0.612,0.153
15,0.615,0.137
16,0.586,0.144
17,0.609,0.117
18,0.597,0.12
19,0.631,0.076
20,0.652,0.089
21,0.637,0.086
22,0.632,0.092
23,0.672,0.063
24,0.649,0.059
25,0.655,0.047
26,0.642,0.047
27,0.617,0.043
28,0.624,0.034
29,0.646,0.029
30,0.656,0.02
31,0.66,0.016
32,0.682,0.013
33,0.664,0.021
34,0.681,0.017
35,0.7,0.01
36,0.737,0.006
37,0.731,0.006
38,0.768,0.002
39,0.762,0.005
0,0.63,0.51
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
0,0.6,0.5
1,0.64,0.5
2,0.64,0.53
3,0.67,0.53
4,0.69,0.51
5,0.62,0.51
6,0.78,0.42
7,0.77,0.59
8,0.79,0.61
9,0.86,0.47
10,0.9,0.57
11,0.91,0.5
12,0.91,0.44
13,0.99,0.54
14,1.0,0.57
15,1.0,0.57
16,1.0,0.53
17,0.99,0.48
18,1.0,0.51
19,0.99,0.57
20,1.0,0.6
21,1.0,0.52
22,1.0,0.5
23,1.0,0.57
24,1.0,0.64
25,1.0,0.61
26,0.99,0.57
27,1.0,0.59
28,1.0,0.59
29,1.0,0.65
30,0.97,0.54
31,1.0,0.59
32,1.0,0.58
33,1.0,0.55
34,1.0,0.59
35,1.0,0.62
36,1.0,0.58
37,1.0,0.62
38,1.0,0.59
39,0.94,0.7
