generation,label_bal,color_bal
0,0.439,0.524
1,0.452,0.496
2,0.448,0.514
3,0.38,0.52
4,0.407,0.492
5,0.344,0.523
6,0.326,0.501
7,0.329,0.545
8,0.315,0.514
9,0.251,0.543
10,0.287,0.528
11,0.28,0.523
12,0.262,0.529
13,0.235,0.516
14,0.251,0.507
15,0.26,0.532
16,0.262,0.518
17,0.248,0.536
18,0.223,0.509
19,0.221,0.529
20,0.223,0.539
21,0.248,0.492
22,0.236,0.503
23,0.197,0.52
24,0.226,0.519
25,0.199,0.531
26,0.194,0.539
27,0.213,0.498
28,0.186,0.504
29,0.168,0.548
30,0.2,0.511
31,0.196,0.52
32,0.169,0.539
33,0.177,0.524
34,0.18,0.542
35,0.165,0.535
36,0.145,0.517
37,0.183,0.484
38,0.154,0.531
39,0.133,0.515
