generation,label_bal,color_bal
0,0.8,0.41
1,0.86,0.36
2,0.83,0.32
3,0.78,0.3
4,0.89,0.23
5,0.82,0.38
6,0.84,0.42
7,0.9,0.32
8,0.92,0.27
9,0.9,0.29
10,0.9,0.26
11,0.9,0.19
12,0.89,0.28
13,0.94,0.19
14,0.9,0.18
15,0.98,0.26
16,0.91,0.24
17,0.98,0.19
18,0.97,0.14
19,0.99,0.18
20,0.94,0.22
21,0.99,0.21
22,1.0,0.14
23,0.98,0.16
24,0.99,0.13
24,0.98,0.11
25,0.98,0.14
26,0.97,0.13
27,1.0,0.05
28,1.0,0.03
29,1.0,0.07
30,0.98,0.07
31,0.98,0.11
32,1.0,0.05
32,1.0,0.07
33,1.0,0.09
34,1.0,0.05
35,1.0,0.03
36,1.0,0.06
37,1.0,0.06
37,1.0,0.03
38,0.98,0.06
39,1.0,0.05
