generation,label_bal,color_bal
0,0.506,0.517
1,0.475,0.51
2,0.474,0.5
3,0.488,0.518
4,0.496,0.488
5,0.531,0.51
6,0.521,0.506
7,0.518,0.489
8,0.507,0.498
9,0.489,0.488
10,0.544,0.509
11,0.509,0.501
12,0.546,0.5
13,0.531,0.532
14,0.508,0.495
15,0.516,0.489
16,0.481,0.497
17,0.471,0.477
18,0.506,0.502
19,0.464,0.489
20,0.42,0.494
21,0.452,0.457
22,0.455,0.477
23,0.466,0.498
24,0.487,0.494
25,0.49,0.499
26,0.461,0.477
27,0.5,0.512
28,0.509,0.479
29,0.456,0.493
30,0.48,0.475
31,0.45,0.493
32,0.484,0.492
33,0.482,0.501
34,0.471,0.496
35,0.499,0.494
36,0.489,0.482
37,0.465,0.514
38,0.469,0.477
39,0.488,0.488
40,0.501,0.479
