generation,label_bal,color_bal
0,0.463,0.486
1,0.462,0.497
2,0.493,0.483
3,0.471,0.52
4,0.472,0.51
5,0.444,0.509
6,0.452,0.459
7,0.444,0.491
8,0.443,0.515
9,0.486,0.508
10,0.532,0.503
11,0.53,0.506
12,0.56,0.496
13,0.624,0.506
14,0.586,0.529
15,0.539,0.502
16,0.563,0.473
17,0.609,0.489
18,0.598,0.502
19,0.608,0.516
20,0.584,0.482
21,0.666,0.522
22,0.635,0.496
23,0.648,0.508
24,0.63,0.511
25,0.628,0.502
26,0.613,0.503
27,0.598,0.482
28,0.624,0.489
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
0,0.452,0.487
1,0.459,0.48
2,0.457,0.485
3,0.48,0.521
4,0.479,0.481
5,0.457,0.529
6,0.447,0.531
7,0.438,0.515
8,0.47,0.497
9,0.481,0.531
10,0.496,0.48
11,0.506,0.496
12,0.574,0.487
13,0.607,0.478
14,0.563,0.492
15,0.534,0.49
16,0.548,0.483
17,0.587,0.513
18,0.609,0.528
19,0.602,0.49
20,0.612,0.481
21,0.635,0.519
22,0.623,0.503
23,0.644,0.474
24,0.632,0.503
25,0.587,0.507
26,0.594,0.485
27,0.603,0.494
28,0.629,0.494
29,0.597,0.499
30,0.598,0.536
31,0.57,0.511
32,0.534,0.518
33,0.554,0.508
34,0.569,0.491
35,0.607,0.462
36,0.565,0.511
37,0.615,0.507
38,0.545,0.498
39,0.574,0.516
0,0.465,0.484
1,0.464,0.482
2,0.516,0.491
3,0.494,0.484
4,0.53,0.478
5,0.528,0.506
6,0.531,0.529
7,0.562,0.49
8,0.592,0.515
9,0.617,0.457
10,0.618,0.49
11,0.663,0.497
12,0.716,0.494
13,0.766,0.493
14,0.759,0.499
15,0.806,0.487
16,0.782,0.499
17,0.784,0.498
18,0.816,0.464
19,0.8,0.482
20,0.775,0.51
21,0.78,0.515
22,0.795,0.488
23,0.813,0.492
24,0.825,0.477
25,0.812,0.477
26,0.809,0.51
27,0.836,0.512
28,0.825,0.506
29,0.807,0.519
30,0.826,0.504
31,0.831,0.498
32,0.848,0.498
33,0.868,0.494
34,0.921,0.472
35,0.882,0.522
36,0.917,0.513
37,0.927,0.49
38,0.91,0.515
39,0.919,0.46
