generation,label_bal,color_bal
0,0.482,0.512
1,0.463,0.535
2,0.527,0.533
3,0.526,0.535
4,0.564,0.519
5,0.617,0.509
6,0.635,0.515
7,0.645,0.515
8,0.687,0.496
9,0.708,0.505
10,0.743,0.534
11,0.727,0.527
12,0.777,0.496
13,0.774,0.495
14,0.758,0.515
15,0.765,0.499
16,0.7,0.511
17,0.738,0.463
18,0.767,0.476
19,0.745,0.518
20,0.76,0.482
21,0.761,0.497
22,0.764,0.483
23,0.772,0.498
24,0.779,0.495
25,0.746,0.507
26,0.733,0.491
27,0.761,0.507
28,0.755,0.518
29,0.737,0.494
30,0.745,0.526
31,0.728,0.529
32,0.735,0.504
33,0.742,0.504
34,0.715,0.516
35,0.756,0.486
36,0.718,0.505
37,0.783,0.519
38,0.73,0.535
39,0.763,0.508
