generation,label_bal,color_bal
0,0.639,0.495
1,0.704,0.49
2,0.716,0.493
3,0.766,0.485
4,0.731,0.501
5,0.696,0.489
6,0.756,0.472
7,0.769,0.489
8,0.693,0.477
9,0.766,0.509
10,0.746,0.498
11,0.754,0.503
12,0.773,0.482
13,0.769,0.489
14,0.792,0.509
15,0.773,0.483
16,0.754,0.499
17,0.763,0.491
18,0.751,0.504
19,0.764,0.494
20,0.749,0.503
21,0.739,0.481
22,0.712,0.513
23,0.711,0.479
24,0.755,0.502
25,0.695,0.511
26,0.702,0.519
27,0.736,0.463
28,0.73,0.508
29,0.748,0.48
30,0.768,0.474
31,0.785,0.499
32,0.778,0.473
33,0.803,0.51
34,0.801,0.46
35,0.811,0.484
36,0.747,0.502
37,0.76,0.491
38,0.778,0.497
39,0.759,0.519
40,0.743,0.51
