generation,label_bal,color_bal
0,0.65,0.517
1,0.706,0.493
2,0.749,0.465
3,0.73,0.508
4,0.788,0.539
5,0.836,0.49
6,0.854,0.501
7,0.884,0.539
8,0.919,0.515
9,0.931,0.496
10,0.958,0.507
11,0.968,0.544
12,0.984,0.498
13,0.984,0.491
14,0.991,0.511
15,0.999,0.485
16,1.0,0.518
17,1.0,0.523
18,1.0,0.511
19,1.0,0.499
20,1.0,0.52
21,1.0,0.478
22,1.0,0.515
23,1.0,0.494
24,1.0,0.511
25,1.0,0.491
26,1.0,0.5
27,1.0,0.508
28,1.0,0.5
29,1.0,0.498
30,1.0,0.495
31,1.0,0.504
32,1.0,0.533
33,1.0,0.483
34,1.0,0.499
35,1.0,0.492
36,1.0,0.471
37,1.0,0.496
38,1.0,0.534
39,1.0,0.516
