generation,label_bal,color_bal
0,0.432,0.507
1,0.489,0.427
2,0.535,0.457
3,0.55,0.479
4,0.559,0.501
5,0.593,0.509
6,0.601,0.489
7,0.611,0.507
8,0.64,0.52
9,0.686,0.485
10,0.721,0.495
11,0.752,0.484
12,0.773,0.501
13,0.804,0.502
14,0.881,0.449
15,0.916,0.408
16,0.929,0.411
17,0.964,0.448
18,0.986,0.444
19,0.979,0.51
20,0.988,0.496
21,0.98,0.511
22,0.984,0.492
23,0.98,0.509
24,0.984,0.5
25,0.982,0.482
26,0.984,0.506
27,0.973,0.508
28,0.976,0.507
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
0,0.437,0.484
1,0.481,0.439
2,0.529,0.418
3,0.547,0.473
4,0.579,0.473
5,0.569,0.491
6,0.594,0.527
7,0.601,0.507
8,0.648,0.507
9,0.682,0.513
10,0.709,0.486
11,0.743,0.508
12,0.789,0.507
13,0.825,0.479
14,0.872,0.427
15,0.906,0.42
16,0.936,0.421
17,0.955,0.442
18,0.981,0.433
19,0.976,0.476
20,0.984,0.493
21,0.989,0.516
22,0.986,0.509
23,0.986,0.486
24,0.98,0.505
25,0.986,0.478
26,0.986,0.489
27,0.973,0.501
28,0.962,0.496
29,0.966,0.46
30,0.976,0.517
31,0.97,0.522
32,0.977,0.5
33,0.978,0.534
34,0.989,0.491
35,0.983,0.506
36,0.978,0.508
37,0.981,0.515
38,0.989,0.498
39,0.974,0.497
0,0.436,0.508
1,0.458,0.489
2,0.518,0.494
3,0.511,0.532
4,0.519,0.511
5,0.557,0.538
6,0.576,0.526
7,0.578,0.496
8,0.628,0.504
9,0.641,0.482
10,0.653,0.517
11,0.638,0.495
12,0.712,0.519
13,0.718,0.504
14,0.743,0.522
15,0.789,0.487
16,0.8,0.503
17,0.859,0.496
18,0.887,0.493
19,0.943,0.487
20,0.944,0.517
21,0.944,0.501
22,0.932,0.484
23,0.941,0.486
24,0.92,0.505
25,0.931,0.488
26,0.944,0.506
27,0.911,0.475
28,0.922,0.49
29,0.934,0.491
30,0.922,0.509
31,0.916,0.503
32,0.907,0.501
33,0.914,0.492
34,0.891,0.496
35,0.905,0.489
36,0.874,0.478
37,0.893,0.49
38,0.893,0.487
39,0.894,0.537
