generation,label_bal,color_bal
0,0.615,0.537
1,0.628,0.517
2,0.627,0.505
3,0.618,0.485
4,0.637,0.519
5,0.613,0.499
6,0.621,0.529
7,0.608,0.481
8,0.615,0.505
9,0.609,0.523
10,0.591,0.49
11,0.577,0.503
12,0.608,0.483
13,0.589,0.507
14,0.599,0.485
15,0.586,0.507
16,0.603,0.477
17,0.622,0.506
18,0.642,0.488
19,0.6,0.509
20,0.626,0.502
21,0.571,0.522
22,0.59,0.529
23,0.613,0.495
24,0.608,0.493
25,0.603,0.498
26,0.615,0.503
27,0.59,0.479
28,0.578,0.499
29,0.614,0.486
30,0.604,0.521
31,0.608,0.503
32,0.607,0.464
33,0.634,0.485
34,0.588,0.517
35,0.576,0.516
36,0.561,0.534
37,0.614,0.509
38,0.618,0.484
39,0.594,0.516
