generation,label_bal,color_bal
0,0.469,0.485
1,0.505,0.521
2,0.539,0.542
3,0.566,0.518
4,0.578,0.532
5,0.591,0.519
6,0.626,0.513
7,0.666,0.541
8,0.701,0.549
9,0.746,0.55
10,0.786,0.538
11,0.779,0.541
12,0.804,0.54
13,0.757,0.578
14,0.786,0.564
15,0.755,0.579
16,0.789,0.562
17,0.773,0.58
18,0.807,0.561
19,0.814,0.552
20,0.809,0.572
21,0.815,0.56
22,0.819,0.576
23,0.809,0.592
24,0.819,0.593
25,0.827,0.582
26,0.816,0.594
27,0.808,0.602
28,0.834,0.585
29,0.822,0.631
30,0.812,0.633
31,0.816,0.63
32,0.853,0.61
33,0.852,0.616
34,0.868,0.651
35,0.864,0.665
36,0.86,0.637
37,0.87,0.652
38,0.869,0.687
39,0.87,0.67
