generation,label_bal,color_bal
0,0.607,0.517
1,0.687,0.458
2,0.72,0.483
3,0.786,0.416
4,0.838,0.388
5,0.854,0.34
6,0.874,0.329
7,0.867,0.351
8,0.88,0.379
9,0.894,0.346
10,0.913,0.363
11,0.942,0.35
12,0.926,0.376
13,0.946,0.349
14,0.954,0.332
15,0.952,0.331
16,0.951,0.335
17,0.962,0.306
18,0.968,0.274
19,0.976,0.293
20,0.972,0.322
21,0.983,0.297
22,0.966,0.293
23,0.988,0.279
24,0.986,0.292
25,0.985,0.3
26,0.984,0.285
27,0.987,0.303
28,0.994,0.29
29,0.995,0.27
30,0.996,0.278
31,0.995,0.31
32,0.999,0.291
33,1.0,0.29
34,1.0,0.263
35,1.0,0.285
36,1.0,0.281
37,1.0,0.277
38,1.0,0.283
39,1.0,0.27
0,0.62,0.44
0,0.54,0.52
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,1.0,0.0
7,1.0,0.0
0,0.67,0.51
1,0.69,0.44
2,0.74,0.46
3,0.74,0.54
4,0.83,0.4
5,0.7,0.51
6,0.71,0.47
7,0.83,0.49
8,0.79,0.43
9,0.81,0.5
0,0.72,0.47
1,0.63,0.48
2,0.55,0.55
3,0.61,0.48
4,0.67,0.45
5,0.71,0.39
6,0.63,0.48
7,0.69,0.41
8,0.68,0.4
9,0.71,0.43
10,0.6,0.44
11,0.58,0.48
12,0.74,0.4
13,0.56,0.39
14,0.59,0.39
15,0.71,0.4
16,0.61,0.36
17,0.69,0.35
18,0.68,0.39
19,0.69,0.32
20,0.74,0.38
21,0.72,0.33
22,0.72,0.34
23,0.76,0.29
24,0.77,0.32
25,0.72,0.27
26,0.75,0.31
27,0.76,0.3
28,0.76,0.3
29,0.75,0.25
30,0.73,0.3
31,0.76,0.26
32,0.77,0.17
33,0.8,0.23
34,0.9,0.21
35,0.84,0.22
36,0.84,0.19
37,0.81,0.22
38,0.82,0.2
39,0.86,0.2
