generation,label_bal,color_bal
0,0.504,0.497
1,0.527,0.528
2,0.508,0.514
3,0.517,0.495
4,0.573,0.521
5,0.573,0.489
6,0.593,0.521
7,0.608,0.516
8,0.697,0.537
9,0.7,0.516
10,0.746,0.524
11,0.765,0.543
12,0.762,0.518
13,0.772,0.562
14,0.779,0.539
15,0.769,0.554
16,0.792,0.556
17,0.773,0.55
18,0.813,0.52
19,0.812,0.535
20,0.817,0.549
21,0.825,0.549
22,0.835,0.55
23,0.853,0.545
24,0.843,0.559
25,0.871,0.547
26,0.844,0.534
27,0.873,0.548
28,0.834,0.552
29,0.862,0.569
30,0.881,0.577
31,0.88,0.585
32,0.91,0.558
33,0.897,0.586
34,0.911,0.582
35,0.889,0.57
36,0.905,0.581
37,0.901,0.601
38,0.891,0.614
39,0.881,0.613
