generation,label_bal,color_bal
0,0.411,0.483
1,0.425,0.525
2,0.399,0.499
3,0.387,0.529
4,0.326,0.526
5,0.312,0.522
6,0.245,0.532
7,0.276,0.515
8,0.25,0.503
9,0.228,0.481
10,0.21,0.49
11,0.184,0.511
12,0.136,0.506
13,0.13,0.524
14,0.15,0.536
15,0.148,0.502
16,0.128,0.537
17,0.147,0.537
18,0.168,0.508
19,0.16,0.533
20,0.151,0.541
21,0.146,0.483
22,0.14,0.535
23,0.124,0.512
24,0.146,0.508
25,0.13,0.526
26,0.11,0.511
27,0.139,0.475
28,0.115,0.52
29,0.11,0.507
30,0.119,0.525
31,0.113,0.495
32,0.107,0.473
33,0.104,0.525
34,0.094,0.485
35,0.106,0.521
36,0.088,0.514
37,0.073,0.492
38,0.067,0.518
39,0.073,0.504
