generation,label_bal,color_bal
0,0.588,0.448
1,0.646,0.399
2,0.689,0.398
3,0.731,0.359
4,0.741,0.313
5,0.727,0.357
6,0.706,0.345
7,0.676,0.348
8,0.687,0.358
9,0.672,0.338
10,0.541,0.376
11,0.53,0.376
12,0.537,0.368
13,0.574,0.324
14,0.579,0.326
15,0.571,0.341
16,0.537,0.332
17,0.541,0.31
18,0.582,0.324
19,0.541,0.335
20,0.55,0.337
21,0.558,0.362
22,0.574,0.344
23,0.579,0.349
24,0.481,0.362
25,0.498,0.365
26,0.524,0.357
27,0.556,0.381
28,0.535,0.382
29,0.579,0.42
30,0.584,0.416
31,0.544,0.419
32,0.487,0.377
33,0.515,0.368
34,0.589,0.361
35,0.589,0.384
36,0.513,0.387
37,0.597,0.379
38,0.535,0.395
39,0.632,0.379
0,0.589,0.436
1,0.57,0.52
2,0.521,0.543
3,0.517,0.562
4,0.511,0.562
5,0.526,0.562
6,0.547,0.558
7,0.551,0.598
8,0.577,0.527
9,0.638,0.529
10,0.677,0.529
11,0.71,0.522
12,0.739,0.533
13,0.78,0.492
14,0.787,0.519
15,0.762,0.515
16,0.742,0.52
17,0.766,0.526
18,0.756,0.528
19,0.782,0.524
20,0.761,0.536
21,0.783,0.529
22,0.771,0.505
23,0.839,0.516
24,0.851,0.535
25,0.866,0.526
26,0.882,0.544
27,0.909,0.553
28,0.952,0.553
29,0.952,0.535
30,0.966,0.536
31,0.948,0.536
32,0.937,0.567
33,0.96,0.558
34,0.987,0.536
35,0.971,0.553
36,0.992,0.539
37,0.994,0.54
38,1.0,0.528
39,1.0,0.508
0,0.45,0.47
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
0,0.66,0.47
1,0.64,0.53
2,0.49,0.46
3,0.42,0.6
4,0.53,0.48
5,0.54,0.58
6,0.54,0.55
7,0.53,0.61
8,0.62,0.53
9,0.62,0.5
10,0.48,0.57
11,0.61,0.52
12,0.6,0.55
13,0.59,0.61
14,0.53,0.58
15,0.52,0.55
16,0.54,0.66
17,0.66,0.54
18,0.58,0.55
19,0.68,0.56
20,0.55,0.65
21,0.59,0.58
22,0.57,0.62
23,0.66,0.62
24,0.59,0.64
25,0.58,0.63
26,0.49,0.68
27,0.53,0.63
28,0.6,0.67
29,0.54,0.62
30,0.56,0.72
31,0.67,0.56
32,0.61,0.62
33,0.67,0.63
34,0.66,0.57
35,0.5,0.58
36,0.46,0.67
37,0.51,0.59
38,0.5,0.63
39,0.55,0.7
