proba_0,proba_1,generation
nan,1.0,0
nan,1.0,1
nan,0.9999959,2
nan,1.0,3
nan,1.0,4
nan,1.0,5
nan,0.99996454,0
nan,0.9999993,1
nan,0.99996096,2
nan,1.0,3
nan,0.99999785,4
nan,1.0,5
nan,0.99996454,0
nan,0.9999993,1
nan,0.99996096,2
nan,1.0,3
nan,0.99999785,4
nan,1.0,5
nan,0.99996454,0
nan,0.9999993,1
nan,0.99996096,2
nan,1.0,3
nan,0.99999785,4
nan,1.0,5
nan,1.0,6
nan,1.0,0
nan,1.0,1
0.99812955,0.9994319,0
0.99899936,0.99849796,1
0.99786454,0.9994932,2
0.99868196,0.9978223,3
0.9964873,0.99806565,4
0.9966903,0.9980107,5
0.9963217,0.9971218,6
0.9970566,0.99866766,7
0.99799806,0.9971446,8
0.99764204,0.9953107,9
0.99660426,0.99747145,10
0.9983467,0.99805903,11
0.9952099,0.9986477,12
0.9994819,0.9986752,13
0.99698883,0.99976164,14
0.9981747,0.9982409,15
0.9985477,0.998074,16
0.9971126,0.99812335,17
0.99697614,0.9991992,18
0.99675566,0.99815655,19
0.99597675,0.9969006,20
0.99903756,0.9978231,21
0.99818426,0.99831355,22
0.9982417,0.9987834,23
0.99551415,0.99854296,24
0.9989526,0.9980412,25
0.9969284,0.9982892,26
0.99550664,0.9993094,27
0.9989157,0.9993204,28
0.99692607,0.9988135,29
0.998817,0.9972067,30
0.9972304,0.99776596,31
0.9983535,0.9992477,32
0.9980931,0.9976093,33
0.998578,0.998079,34
0.9963815,0.9994583,35
0.99651814,0.99743235,36
0.9983136,0.9991149,37
0.9982521,0.99888283,38
0.9969403,0.9990945,39
0.99851424,0.9968636,40
0.9997293,0.99892306,0
0.99833953,0.9983157,1
0.9994945,0.99983466,2
0.99777204,0.9978416,3
0.99686617,0.9989183,4
0.9982343,0.99918735,5
0.9990209,0.9990949,6
0.9979598,0.99612427,7
0.996362,0.99785745,8
0.9988601,0.99910814,9
0.9985657,0.9976986,10
0.9987607,0.9967752,11
0.9987344,0.9969656,12
0.99665546,0.9974965,13
0.9988478,0.9989201,14
0.99809086,0.9986831,15
0.9978354,0.9990074,16
0.9979871,0.9992955,17
0.9991479,0.9974073,18
0.9996681,0.9978507,19
0.9994643,0.99831706,20
0.99938345,0.99893117,21
0.99867916,0.9987689,22
0.99913985,0.99838436,23
0.99752975,0.9989279,24
0.9981171,0.9976301,25
0.9970249,0.99768835,26
0.99835527,0.9993132,27
0.99894637,0.99847937,28
0.9974801,0.9973922,29
0.99823123,0.9969199,30
0.99900335,0.99778056,31
0.9994491,0.998239,32
0.9985208,0.99666023,33
0.99854434,0.99964464,34
0.9984411,0.9962829,35
0.9963049,0.99836874,36
0.99999994,0.9991585,0
0.9964529,0.99989045,1
0.9997814,0.9981919,2
0.99968207,0.9998822,3
0.9999994,0.9999765,4
0.999999,0.9997546,5
0.9999804,0.9968933,6
0.99987084,0.996384,7
0.9999913,1.0,8
0.9999994,0.99360895,9
1.0,1.0,10
1.0,1.0,0
0.9999949,0.9999987,11
0.9998754,1.0,1
0.9971542,0.9992732,12
1.0,1.0,2
0.9958408,0.9999664,13
1.0,1.0,3
0.99998945,0.9999987,14
0.9999345,0.97822326,4
1.0,0.9959753,15
0.9997411,0.99953127,5
1.0,0.99997073,16
0.99907553,1.0,6
0.99545145,0.9999355,17
0.99775594,1.0,7
0.99873763,1.0,18
1.0,0.99999994,8
0.9972781,1.0,19
0.99999994,0.99671984,9
0.9973096,0.99910057,20
0.9983333,0.993446,10
0.9971395,0.99796194,21
0.99987143,0.9998093,11
0.9999951,1.0,22
0.99999994,0.9910729,12
1.0,0.9995752,23
0.9999857,0.99998766,13
0.99995905,0.9988502,24
0.99997765,1.0,14
0.9999987,0.9998906,25
0.99498874,0.99977577,15
0.99942183,0.9969686,26
0.99999684,0.99952024,16
0.9999949,0.9999875,27
1.0,1.0,28
0.99181503,0.9999984,17
0.99999845,0.997973,29
0.9999492,0.99998504,18
0.9937853,0.9992569,30
0.99994457,1.0,19
0.99999917,1.0,31
1.0,1.0,20
0.99999434,1.0,32
0.9968185,1.0,21
0.99991983,1.0,33
0.9999725,0.9999967,22
0.99999875,1.0,34
1.0,0.9999893,23
0.99420667,0.999626,35
0.99999815,0.99698883,24
0.99999994,1.0,36
0.9999984,0.9930445,25
1.0,1.0,37
1.0,0.99975497,26
1.0,0.9999998,38
0.99838465,1.0,27
0.99999845,0.99923676,39
0.99101335,0.99930745,28
0.9913849,0.9889627,40
0.9990241,0.99962264,29
0.9999997,0.9999989,30
0.99976015,0.99998426,31
0.9990715,1.0,32
0.99737525,0.99980384,33
0.9997578,1.0,34
1.0,0.9999548,35
0.9999994,0.99998206,36
0.9986238,0.99960625,37
0.9997101,0.9999417,38
0.9999999,0.9997752,39
0.99999845,0.9976587,40
0.9999901,0.99875516,0
0.9999999,0.993219,0
0.99995697,0.9980056,1
0.99999577,1.0,2
0.99929696,0.9998671,3
0.99999815,0.9999604,4
1.0,1.0,5
0.99999726,1.0,6
1.0,0.9999953,7
1.0,0.99211884,0
0.9999699,0.9999373,1
0.9935086,1.0,2
1.0,0.9974932,3
0.9997931,0.9933972,4
0.9976898,0.98657715,5
1.0,0.99999946,6
1.0,0.9969336,7
0.99999905,0.9991439,8
0.9965688,0.99882936,9
0.99988395,0.99999887,10
0.9999334,0.9997511,11
0.9993624,1.0,12
0.9999504,1.0,13
0.99997395,0.99863434,14
0.9996952,0.9939995,15
0.99992204,0.999998,16
0.99913,1.0,17
0.9983384,0.9998604,18
0.9999962,0.99668425,19
0.99999887,0.99276596,20
1.0,0.9987052,21
1.0,0.9999993,22
0.9991651,0.9905479,23
0.99999946,0.9945324,24
0.9930186,0.99847496,25
0.9914647,1.0,26
0.99999154,0.9958047,27
0.99999535,0.9994311,28
1.0,0.9867024,29
0.9999926,0.9999642,30
0.9985585,0.99910235,31
1.0,0.9999975,32
0.9999997,1.0,33
0.99998856,1.0,34
0.9998722,1.0,35
0.9999972,0.9999998,36
0.9995977,0.9999602,37
0.9999987,0.9999377,38
0.99354756,1.0,39
0.9990313,0.99999934,40
